,Institution,Year,Purpose,Region,Value
2342,HEARTOFWORCESTERSHIRECOLLEGE,2012,EDUCATION,UNKNOWN,2788146
2343,HEARTOFWORCESTERSHIRECOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,2788146
2344,HEARTOFWORCESTERSHIRECOLLEGE,2013,EDUCATION,UNKNOWN,39924
2345,HEARTOFWORCESTERSHIRECOLLEGE,2013,RESEARCH,UNKNOWN,1480231
2346,HEARTOFWORCESTERSHIRECOLLEGE,2014,EDUCATION,UNKNOWN,15236874
2347,HEARTOFWORCESTERSHIRECOLLEGE,2015,EDUCATION,UNKNOWN,14769121
2348,HEARTOFWORCESTERSHIRECOLLEGE,2016,EDUCATION,UNKNOWN,12269436
2349,HEATHERCROFTTRAININGSERVICES,2012,EDUCATION,UNKNOWN,800444
2350,HEATHERCROFTTRAININGSERVICES,2013,EDUCATION,UNKNOWN,1233351
2351,HEATHERCROFTTRAININGSERVICES,2014,EDUCATION,UNKNOWN,1212088
2352,HEATHERCROFTTRAININGSERVICES,2015,EDUCATION,UNKNOWN,1203727
2353,HEATHERCROFTTRAININGSERVICES,2016,EDUCATION,UNKNOWN,762416
2354,HELENGALLOP,2012,EDUCATION,UNKNOWN,2030626
2355,HENLEYCOLLEGECOVENTRY,2012,EDUCATION,UNKNOWN,4959670
2356,HENLEYCOLLEGECOVENTRY,2012,KNOWLEDGE EXCHANGE,UNKNOWN,420061
2357,HENLEYCOLLEGECOVENTRY,2013,EDUCATION,UNKNOWN,4935201
2358,HENLEYCOLLEGECOVENTRY,2013,RESEARCH,UNKNOWN,218949
2359,HENLEYCOLLEGECOVENTRY,2014,EDUCATION,UNKNOWN,3804270
2360,HENLEYCOLLEGECOVENTRY,2015,EDUCATION,UNKNOWN,3448296
2361,HENLEYCOLLEGECOVENTRY,2016,EDUCATION,UNKNOWN,171903
2362,HERBERTOFLIVERPOOLTRAINING,2012,EDUCATION,UNKNOWN,868676
2363,HERBERTOFLIVERPOOLTRAINING,2013,EDUCATION,UNKNOWN,907546
2364,HERBERTOFLIVERPOOLTRAINING,2014,EDUCATION,UNKNOWN,646416
2365,HEREFORDCOLLEGEOFARTS,2012,EDUCATION,UNKNOWN,1175236
2366,HEREFORDCOLLEGEOFARTS,2012,KNOWLEDGE EXCHANGE,UNKNOWN,910403
2367,HEREFORDCOLLEGEOFARTS,2013,EDUCATION,UNKNOWN,1589306
2368,HEREFORDCOLLEGEOFARTS,2013,RESEARCH,UNKNOWN,549657
2369,HEREFORDCOLLEGEOFARTS,2014,EDUCATION,UNKNOWN,373235
2370,HEREFORDCOLLEGEOFARTS,2015,EDUCATION,UNKNOWN,305478
2371,HEREFORDCOLLEGEOFARTS,2016,EDUCATION,UNKNOWN,371976
2372,HEREFORDSHIREANDLUDLOWCOLLEGE,2012,EDUCATION,UNKNOWN,4409364
2373,HEREFORDSHIREANDLUDLOWCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,83718
2374,HEREFORDSHIREANDLUDLOWCOLLEGE,2013,EDUCATION,UNKNOWN,7220355
2375,HEREFORDSHIREANDLUDLOWCOLLEGE,2013,RESEARCH,UNKNOWN,18854
2376,HEREFORDSHIREANDLUDLOWCOLLEGE,2014,EDUCATION,UNKNOWN,4798737
2377,HEREFORDSHIREANDLUDLOWCOLLEGE,2015,EDUCATION,UNKNOWN,5107312
2378,HEREFORDSHIREANDLUDLOWCOLLEGE,2016,EDUCATION,UNKNOWN,6193975
2379,HEREFORDSHIRECOUNCIL,2012,EDUCATION,UNKNOWN,585626
2380,HEREFORDSHIRECOUNCIL,2013,EDUCATION,UNKNOWN,482816
2381,HEREFORDSHIRECOUNCIL,2014,EDUCATION,UNKNOWN,505544
2382,HEREFORDSHIRECOUNCIL,2015,EDUCATION,UNKNOWN,498763
2383,HEREFORDSHIRECOUNCIL,2016,EDUCATION,UNKNOWN,850917
2384,HEREFORDSHIREGROUPTRAININGASSOCIATION,2012,EDUCATION,UNKNOWN,1262677
2385,HEREFORDSHIREGROUPTRAININGASSOCIATION,2013,EDUCATION,UNKNOWN,1666221
2386,HEREFORDSHIREGROUPTRAININGASSOCIATION,2014,EDUCATION,UNKNOWN,1718779
2387,HEREFORDSHIREGROUPTRAININGASSOCIATION,2015,EDUCATION,UNKNOWN,1792304
2388,HEREFORDSHIREGROUPTRAININGASSOCIATION,2016,EDUCATION,UNKNOWN,1437935
2389,HEREFORDSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,41784
2390,HEREFORDSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,56339
2391,HEREFORDSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,33280
2392,HEREFORDSIXTHFORMCOLLEGE,2015,EDUCATION,UNKNOWN,28902
2393,HEREFORDSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,16591
2394,HEREWARDCOLLEGEOFFURTHEREDUCATION,2012,EDUCATION,UNKNOWN,959187
2395,HEREWARDCOLLEGEOFFURTHEREDUCATION,2014,EDUCATION,UNKNOWN,426561
2396,HEREWARDCOLLEGEOFFURTHEREDUCATION,2015,EDUCATION,UNKNOWN,290400
2397,HEREWARDCOLLEGEOFFURTHEREDUCATION,2016,EDUCATION,UNKNOWN,184789
2398,HERIOTWATTUNIVERSITY,2013,RESEARCH,SCOTLAND,8674968
2399,HERIOTWATTUNIVERSITY,2014,RESEARCH,SCOTLAND,10404098
2400,HERIOTWATTUNIVERSITY,2015,EDUCATION,SCOTLAND,2655968
2401,HERIOTWATTUNIVERSITY,2015,RESEARCH,SCOTLAND,7119112
2402,HERIOTWATTUNIVERSITY,2016,BUSINESS,SCOTLAND,226989
2403,HERIOTWATTUNIVERSITY,2016,EDUCATION,SCOTLAND,2195447
2404,HERIOTWATTUNIVERSITY,2016,RESEARCH,SCOTLAND,13587930
2405,HERTFORDREGIONALCOLLEGE,2012,EDUCATION,UNKNOWN,5985530
2406,HERTFORDREGIONALCOLLEGE,2013,EDUCATION,UNKNOWN,5903295
2407,HERTFORDREGIONALCOLLEGE,2013,RESEARCH,UNKNOWN,29657
2408,HERTFORDREGIONALCOLLEGE,2014,EDUCATION,UNKNOWN,4994569
2409,HERTFORDREGIONALCOLLEGE,2015,EDUCATION,UNKNOWN,4266056
2410,HERTFORDREGIONALCOLLEGE,2016,EDUCATION,UNKNOWN,4300029
2411,HERTFORDSHIRECOUNTYCOUNCIL,2012,EDUCATION,UNKNOWN,2711910
2412,HERTFORDSHIRECOUNTYCOUNCIL,2013,EDUCATION,UNKNOWN,2684961
2413,HERTFORDSHIRECOUNTYCOUNCIL,2014,EDUCATION,UNKNOWN,2711769
2414,HERTFORDSHIRECOUNTYCOUNCIL,2015,EDUCATION,UNKNOWN,2619995
2415,HERTFORDSHIRECOUNTYCOUNCIL,2016,EDUCATION,UNKNOWN,4870817
2416,HEYTHROPCOLLEGE,2012,EDUCATION,UNKNOWN,868405
2417,HEYTHROPCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,932605
2418,HEYTHROPCOLLEGE,2012,RESEARCH,UNKNOWN,64200
2419,HEYTHROPCOLLEGE,2013,EDUCATION,UNKNOWN,526040
2420,HEYTHROPCOLLEGE,2013,RESEARCH,UNKNOWN,526040
2421,HEYTHROPCOLLEGE,2014,EDUCATION,UNKNOWN,185329
2422,HEYTHROPCOLLEGE,2014,RESEARCH,UNKNOWN,56326
2423,HEYTHROPCOLLEGE,2015,EDUCATION,UNKNOWN,166998
2424,HEYTHROPCOLLEGE,2015,RESEARCH,UNKNOWN,297257
2425,HEYTHROPCOLLEGE,2016,EDUCATION,UNKNOWN,119727
2426,HEYTHROPCOLLEGE,2016,RESEARCH,UNKNOWN,298846
2427,HIETATECHNOLOGIES,2016,RESEARCH,SOUTH EAST,2642494
2428,HIGHACCESSMAINTENANCE,2016,BUSINESS,UNKNOWN,3200000
2429,HIGHBURYCOLLEGEPORTSMOUTH,2012,EDUCATION,UNKNOWN,8597223
2430,HIGHBURYCOLLEGEPORTSMOUTH,2012,KNOWLEDGE EXCHANGE,UNKNOWN,407984
2431,HIGHBURYCOLLEGEPORTSMOUTH,2013,EDUCATION,UNKNOWN,8345505
2432,HIGHBURYCOLLEGEPORTSMOUTH,2013,RESEARCH,UNKNOWN,218387
2433,HIGHBURYCOLLEGEPORTSMOUTH,2014,EDUCATION,UNKNOWN,7488530
2434,HIGHBURYCOLLEGEPORTSMOUTH,2015,EDUCATION,UNKNOWN,7230665
2435,HIGHBURYCOLLEGEPORTSMOUTH,2016,EDUCATION,UNKNOWN,6465834
2436,HIGHVALUEMANUFACTURINGCATAPULT,2013,RESEARCH,WEST MIDLANDS,18190000
2437,HIGHVALUEMANUFACTURINGCATAPULT,2014,RESEARCH,WEST MIDLANDS,42000000
2438,HIGHVALUEMANUFACTURINGCATAPULT,2016,RESEARCH,WEST MIDLANDS,264864515
2439,HILLCROFTCOLLEGE,2013,EDUCATION,UNKNOWN,2451690
2440,HILLCROFTCOLLEGE,2015,EDUCATION,UNKNOWN,2191101
2441,HILLCROFTCOLLEGEINCORPORATED,2012,EDUCATION,UNKNOWN,1395209
2442,HILLCROFTCOLLEGEINCORPORATED,2014,EDUCATION,UNKNOWN,2275749
2443,HILLINGDONLONDONBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,1787669
2444,HILLINGDONLONDONBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,1641586
2445,HILLINGDONLONDONBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,1598830
2446,HILLINGDONLONDONBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,1532392
2447,HILLINGDONLONDONBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,2252897
2448,HILLINGDONTRAINING,2012,EDUCATION,UNKNOWN,1065803
2449,HILLINGDONTRAINING,2013,EDUCATION,UNKNOWN,1230088
2450,HILLINGDONTRAINING,2014,EDUCATION,UNKNOWN,846756
2451,HILLINGDONTRAINING,2015,EDUCATION,UNKNOWN,1008432
2452,HILLINGDONTRAINING,2016,EDUCATION,UNKNOWN,781832
2453,HILLSROADSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,148958
2454,HILLSROADSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,132927
2455,HILLSROADSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,30104
2456,HILLSROADSIXTHFORMCOLLEGE,2015,EDUCATION,UNKNOWN,29058
2457,HILLSROADSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,56664
2458,HISTORICENVIRONMENTSCOTLAND,2016,RESEARCH,SCOTLAND,381856
2459,HITTRAINING,2013,EDUCATION,UNKNOWN,42728043
2460,HITTRAINING,2014,EDUCATION,UNKNOWN,45727770
2461,HITTRAINING,2015,EDUCATION,UNKNOWN,41527773
2462,HITTRAINING,2016,EDUCATION,UNKNOWN,25227608
2463,HLHUTCHINSON,2015,RESEARCH,EAST OF ENGLAND,149174
2464,HLHUTCHINSON,2016,RESEARCH,EAST OF ENGLAND,143780
2465,HOBSALONS,2014,EDUCATION,UNKNOWN,211060
2466,HOBSALONS,2015,EDUCATION,UNKNOWN,573098
2467,HOBSALONS,2016,EDUCATION,UNKNOWN,541563
2468,HOBSGROUP,2014,BUSINESS,UNKNOWN,11100000
2469,HOCKLEYINTERNATIONAL,2014,RESEARCH,NORTH WEST,384004
2470,HOFERPOWERTRAIN,2015,RESEARCH,WEST MIDLANDS,14993569
2471,HOLTSACADEMYOFJEWELLERY,2015,EDUCATION,UNKNOWN,48301
2472,HOLTSACADEMYOFJEWELLERY,2016,EDUCATION,UNKNOWN,17901
2473,HOLYCROSSCOLLEGE,2012,EDUCATION,NORTH WEST,60467
2474,HOLYCROSSCOLLEGE,2012,KNOWLEDGE EXCHANGE,NORTH WEST,60467
2475,HOLYCROSSCOLLEGE,2013,EDUCATION,NORTH WEST,18854
2476,HOLYCROSSCOLLEGE,2013,RESEARCH,NORTH WEST,53577
2477,HOLYCROSSCOLLEGE,2014,EDUCATION,NORTH WEST,91530
2478,HOLYCROSSCOLLEGE,2015,EDUCATION,NORTH WEST,205020
2479,HOLYCROSSCOLLEGE,2016,EDUCATION,NORTH WEST,192934
2480,HOLYCROSSCOLLEGE,2016,RESEARCH,NORTH WEST,8800
2481,HONDAMOTOREUROPE,2012,EDUCATION,UNKNOWN,568319
2482,HONDAMOTOREUROPE,2013,EDUCATION,UNKNOWN,608481
2483,HONDAMOTOREUROPE,2014,EDUCATION,UNKNOWN,734924
2484,HONDAMOTOREUROPE,2015,EDUCATION,UNKNOWN,651689
2485,HONDAMOTOREUROPE,2016,EDUCATION,UNKNOWN,622031
2486,HOOPLE,2012,EDUCATION,UNKNOWN,1178262
2487,HOOPLE,2013,EDUCATION,UNKNOWN,1501718
2488,HOOPLE,2014,EDUCATION,UNKNOWN,1284240
2489,HOOPLE,2015,EDUCATION,UNKNOWN,1079985
2490,HOOPLE,2016,EDUCATION,UNKNOWN,716927
2491,HOPWOODHALLCOLLEGE,2012,EDUCATION,UNKNOWN,10186699
2492,HOPWOODHALLCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,338431
2493,HOPWOODHALLCOLLEGE,2013,EDUCATION,UNKNOWN,8877155
2494,HOPWOODHALLCOLLEGE,2013,RESEARCH,UNKNOWN,236692
2495,HOPWOODHALLCOLLEGE,2014,EDUCATION,UNKNOWN,7799117
2496,HOPWOODHALLCOLLEGE,2015,EDUCATION,UNKNOWN,6684176
2497,HOPWOODHALLCOLLEGE,2016,EDUCATION,UNKNOWN,7873116
2498,HORBURYGROUP,2014,BUSINESS,UNKNOWN,4500000
2499,HORIZONDISCOVERY,2015,RESEARCH,EAST OF ENGLAND,1227835
2500,HOSPITALITYTRAININGPARTNERSHIPIOW,2012,EDUCATION,UNKNOWN,2483783
2501,HOSPITALITYTRAININGPARTNERSHIPIOW,2013,EDUCATION,UNKNOWN,3986234
2502,HOSPITALITYTRAININGPARTNERSHIPIOW,2014,EDUCATION,UNKNOWN,3801297
2503,HOSPITALITYTRAININGPARTNERSHIPIOW,2015,EDUCATION,UNKNOWN,3665007
2504,HOUNSLOWLONDONBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,3161430
2505,HOUNSLOWLONDONBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,3233727
2506,HOUNSLOWLONDONBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,2685419
2507,HOUNSLOWLONDONBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,2424933
2508,HOUNSLOWLONDONBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,3787649
2509,HOUSEOFCLIVEHAIRANDBEAUTY,2012,EDUCATION,UNKNOWN,2477586
2510,HOUSEOFCLIVEHAIRANDBEAUTY,2013,EDUCATION,UNKNOWN,3059533
2511,HOUSEOFCLIVEHAIRANDBEAUTY,2014,EDUCATION,UNKNOWN,3238039
2512,HOUSEOFCLIVEHAIRANDBEAUTY,2015,EDUCATION,UNKNOWN,3492992
2513,HOUSEOFCLIVEHAIRANDBEAUTY,2016,EDUCATION,UNKNOWN,2883287
2514,HOUSING21,2012,EDUCATION,UNKNOWN,657879
2515,HOUSING21,2013,EDUCATION,UNKNOWN,889826
2516,HOUSINGCARE21,2014,EDUCATION,UNKNOWN,295809
2517,HRWALLINGFORD,2014,RESEARCH,SOUTH EAST,157680
2518,HRWALLINGFORD,2015,RESEARCH,SOUTH EAST,152914
2519,HRWALLINGFORD,2016,RESEARCH,SOUTH EAST,120437
2520,HSBC,2012,EDUCATION,UNKNOWN,1159925
2521,HSBCBANKPLC,2013,EDUCATION,UNKNOWN,2379170
2522,HSBCBANKPLC,2014,EDUCATION,UNKNOWN,1769236
2523,HSBCBANKPLC,2015,EDUCATION,UNKNOWN,1448902
2524,HSBCBANKPLC,2016,EDUCATION,UNKNOWN,751817
2525,HTPAPPRENTICESHIPCOLLEGE,2016,EDUCATION,UNKNOWN,2310413
2526,HUDDERSFIELDTEXTILETRAINING,2012,EDUCATION,UNKNOWN,173000
2527,HUDDERSFIELDTEXTILETRAINING,2013,EDUCATION,UNKNOWN,206417
2528,HUDDERSFIELDTEXTILETRAINING,2014,EDUCATION,UNKNOWN,218233
2529,HUDDERSFIELDTEXTILETRAINING,2015,EDUCATION,UNKNOWN,275094
2530,HUDDERSFIELDTEXTILETRAINING,2016,EDUCATION,UNKNOWN,226252
2531,HUDSONANDHUGHES,2012,EDUCATION,UNKNOWN,294657
2532,HUDSONHUGHESTRAINING,2013,EDUCATION,UNKNOWN,441729
2533,HUDSONHUGHESTRAINING,2014,EDUCATION,UNKNOWN,838591
2534,HUDSONHUGHESTRAINING,2015,EDUCATION,UNKNOWN,634720
2535,HUDSONHUGHESTRAINING,2016,EDUCATION,UNKNOWN,408302
2536,HUGHBAIRDCOLLEGE,2012,EDUCATION,UNKNOWN,5656968
2537,HUGHBAIRDCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,37176
2538,HUGHBAIRDCOLLEGE,2013,EDUCATION,UNKNOWN,6085064
2539,HUGHBAIRDCOLLEGE,2013,RESEARCH,UNKNOWN,76781
2540,HUGHBAIRDCOLLEGE,2014,EDUCATION,UNKNOWN,5534199
2541,HUGHBAIRDCOLLEGE,2015,EDUCATION,UNKNOWN,4647959
2542,HUGHBAIRDCOLLEGE,2016,EDUCATION,UNKNOWN,4377607
2543,HULLANDEASTYORKSHIRECOMMUNITYFOUNDATION,2012,EDUCATION,UNKNOWN,118103
2544,HULLANDEASTYORKSHIRECOMMUNITYFOUNDATION,2013,EDUCATION,UNKNOWN,118140
2545,HULLANDEASTYORKSHIRECOMMUNITYFOUNDATION,2014,EDUCATION,UNKNOWN,118140
2546,HULLBUSINESSTRAININGCENTRE,2012,EDUCATION,UNKNOWN,913367
2547,HULLBUSINESSTRAININGCENTRE,2013,EDUCATION,UNKNOWN,997259
2548,HULLBUSINESSTRAININGCENTRE,2014,EDUCATION,UNKNOWN,1103692
2549,HULLBUSINESSTRAININGCENTRE,2015,EDUCATION,UNKNOWN,1073974
2550,HULLBUSINESSTRAININGCENTRE,2016,EDUCATION,UNKNOWN,837266
2551,HULLCOLLEGE,2012,EDUCATION,UNKNOWN,30745920
2552,HULLCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,3705530
2553,HULLCOLLEGE,2013,EDUCATION,UNKNOWN,26109430
2554,HULLCOLLEGE,2013,RESEARCH,UNKNOWN,2219739
2555,HULLCOLLEGE,2014,EDUCATION,UNKNOWN,25455986
2556,HULLCOLLEGE,2015,EDUCATION,UNKNOWN,25553970
2557,HULLCOLLEGE,2016,EDUCATION,UNKNOWN,20737718
2558,HUMANSCIENCESRESEARCHCOUNCIL,2016,RESEARCH,OUTSIDE UK,151527
2559,HUMBERLEARNINGCONSORTIUM,2012,EDUCATION,UNKNOWN,254394
2560,HUMBERLEARNINGCONSORTIUM,2013,EDUCATION,UNKNOWN,537852
2561,HUMBERLEARNINGCONSORTIUM,2014,EDUCATION,UNKNOWN,1205230
2562,HUMBERLEARNINGCONSORTIUM,2015,EDUCATION,UNKNOWN,1198365
2563,HUMBERLEARNINGCONSORTIUM,2016,EDUCATION,UNKNOWN,1411027
2564,HUMBERSIDEENGINEERINGTRAININGASSOCIATION,2012,EDUCATION,UNKNOWN,2263678
2565,HUMBERSIDEENGINEERINGTRAININGASSOCIATION,2013,EDUCATION,UNKNOWN,2449313
2566,HUMBERSIDEENGINEERINGTRAININGASSOCIATION,2014,EDUCATION,UNKNOWN,2214409
2567,HUMBERSIDEENGINEERINGTRAININGASSOCIATION,2015,EDUCATION,UNKNOWN,2906738
2568,HUMBERSIDEENGINEERINGTRAININGASSOCIATION,2016,EDUCATION,UNKNOWN,3169671
2569,HUNTINGDONSHIREREGIONALCOLLEGE,2012,EDUCATION,UNKNOWN,6731656
2570,HUNTINGDONSHIREREGIONALCOLLEGE,2013,EDUCATION,UNKNOWN,6958299
2571,HUNTINGDONSHIREREGIONALCOLLEGE,2014,EDUCATION,UNKNOWN,6785877
2572,HUNTINGDONSHIREREGIONALCOLLEGE,2015,EDUCATION,UNKNOWN,6659214
2573,HUNTINGDONSHIREREGIONALCOLLEGE,2016,EDUCATION,UNKNOWN,5033397
2574,HYATRAINING,2016,EDUCATION,UNKNOWN,14891
2575,ICAX,2016,RESEARCH,LONDON,2908718
2576,ICDDRB,2015,RESEARCH,OUTSIDE UK,148908
2577,ICECREATES,2015,EDUCATION,NORTH WEST,175962
2578,ICLEILOCALGOVTSFORSUSTAINABILITY,2015,RESEARCH,OUTSIDE UK,198931
2579,ICOCOTRAINING,2012,EDUCATION,UNKNOWN,353905
2580,ICONVOCATIONALTRAINING,2012,EDUCATION,UNKNOWN,1283315
2581,ICONVOCATIONALTRAINING,2013,EDUCATION,UNKNOWN,2525363
2582,ICONVOCATIONALTRAINING,2014,EDUCATION,UNKNOWN,3161795
2583,ICONVOCATIONALTRAINING,2015,EDUCATION,UNKNOWN,3116592
2584,ICONVOCATIONALTRAINING,2016,EDUCATION,UNKNOWN,2364245
2585,IHG,2012,EDUCATION,UNKNOWN,40726
2586,ILCMANCHESTER,2012,EDUCATION,UNKNOWN,304176
2587,ILIKATECHNOLOGIES,2015,RESEARCH,SOUTH EAST,1072971
2588,IMPACTLEARNINGANDDATASOLUTIONS,2012,EDUCATION,UNKNOWN,991288
2589,IMPACTLEARNINGDATASOLUTIONS,2013,EDUCATION,UNKNOWN,2032465
2590,IMPACTLEARNINGDATASOLUTIONS,2014,EDUCATION,UNKNOWN,3588027
2591,IMPACTLEARNINGDATASOLUTIONS,2015,EDUCATION,UNKNOWN,5227215
2592,IMPACTLEARNINGDATASOLUTIONS,2016,EDUCATION,UNKNOWN,3170830
2593,IMPERIALCHEMICALINDUSTRIES,2016,RESEARCH,LONDON,116587
2594,IMPERIALCOLLEGELONDON,2012,EDUCATION,LONDON,45923939
2595,IMPERIALCOLLEGELONDON,2012,KNOWLEDGE EXCHANGE,LONDON,148240297
2596,IMPERIALCOLLEGELONDON,2012,RESEARCH,LONDON,126397415
2597,IMPERIALCOLLEGELONDON,2013,EDUCATION,LONDON,46025491
2598,IMPERIALCOLLEGELONDON,2013,KNOWLEDGE EXCHANGE,LONDON,2850000
2599,IMPERIALCOLLEGELONDON,2013,RESEARCH,LONDON,81697151
2600,IMPERIALCOLLEGELONDON,2014,EDUCATION,LONDON,41823788
2601,IMPERIALCOLLEGELONDON,2014,KNOWLEDGE EXCHANGE,LONDON,2850000
2602,IMPERIALCOLLEGELONDON,2014,RESEARCH,LONDON,229402770
2603,IMPERIALCOLLEGELONDON,2015,EDUCATION,LONDON,39234293
2604,IMPERIALCOLLEGELONDON,2015,KNOWLEDGE EXCHANGE,LONDON,2850000
2605,IMPERIALCOLLEGELONDON,2015,RESEARCH,LONDON,162670896
2606,IMPERIALCOLLEGELONDON,2016,EDUCATION,LONDON,37119213
2607,IMPERIALCOLLEGELONDON,2016,KNOWLEDGE EXCHANGE,LONDON,2850000
2608,IMPERIALCOLLEGELONDON,2016,OTHER GRANT,LONDON,331196
2609,IMPERIALCOLLEGELONDON,2016,RESEARCH,LONDON,206151246
2610,INCOMMTRAININGANDBUSINESSSERVICES,2015,EDUCATION,UNKNOWN,1250803
2611,INCOMMTRAININGANDBUSINESSSERVICES,2016,EDUCATION,UNKNOWN,1129909
2612,INCOMMTRAININGSERVICES,2012,EDUCATION,UNKNOWN,478909
2613,INCOMMTRAININGSERVICES,2013,EDUCATION,UNKNOWN,911361
2614,INCOMMTRAININGSERVICES,2014,EDUCATION,UNKNOWN,946402
2615,INDEPENDENTTRAININGSERVICES,2012,EDUCATION,UNKNOWN,1498279
2616,INDEPENDENTTRAININGSERVICES,2013,EDUCATION,UNKNOWN,1502190
2617,INDEPENDENTTRAININGSERVICES,2014,EDUCATION,UNKNOWN,2023998
2618,INDEPENDENTTRAININGSERVICES,2015,EDUCATION,UNKNOWN,2436083
2619,INDEPENDENTTRAININGSERVICES,2016,EDUCATION,UNKNOWN,1664764
2620,INGENZA,2016,RESEARCH,SCOTLAND,396540
2621,INGEUSTRAINING,2013,EDUCATION,UNKNOWN,5446337
2622,INGEUSTRAINING,2014,EDUCATION,UNKNOWN,5261151
2623,INGEUSTRAINING,2015,EDUCATION,UNKNOWN,5823778
2624,INNOVATE,2016,RESEARCH,SOUTH WEST,813139
2625,INNOVATIVETECHNOLOGYANDSCIENCE,2016,RESEARCH,EAST OF ENGLAND,368472
2626,INOAPPS,2013,BUSINESS,UNKNOWN,14500000
2627,INOCARDIA,2016,RESEARCH,WEST MIDLANDS,696342
2628,INSPIRE2INDEPENDENCEI2I,2013,EDUCATION,UNKNOWN,1502810
2629,INSPIRE2INDEPENDENCEI2I,2014,EDUCATION,UNKNOWN,1495764
2630,INSPIRE2INDEPENDENCEI2I,2015,EDUCATION,UNKNOWN,1373284
2631,INSPIRE2INDEPENDENCEI2I,2016,EDUCATION,UNKNOWN,929345
2632,INSPIRE2INDEPENDENCETRAINING,2012,EDUCATION,UNKNOWN,941523
2633,INSTITUTEFORFINANCIALMANAGEMENTRES,2014,RESEARCH,OUTSIDE UK,308975
2634,INSTITUTEFORFINANCIALMANAGEMENTRES,2016,RESEARCH,OUTSIDE UK,565728
2635,INSTITUTEFORFISCALSTUDIES,2014,RESEARCH,LONDON,1337020
2636,INSTITUTEFORFISCALSTUDIES,2015,RESEARCH,LONDON,7356959
2637,INSTITUTEFORFISCALSTUDIES,2016,RESEARCH,LONDON,614115
2638,INSTITUTEOFCANCERRESEARCH,2015,EDUCATION,LONDON,243836
2639,INSTITUTEOFCANCERRESEARCH,2015,OTHER GRANT,LONDON,338454
2640,INSTITUTEOFCANCERRESEARCH,2015,RESEARCH,LONDON,716561
2641,INSTITUTEOFCANCERRESEARCH,2016,EDUCATION,LONDON,583873
2642,INSTITUTEOFCANCERRESEARCH,2016,RESEARCH,LONDON,2461592
2643,INSTITUTEOFDEVELOPMENTSTUDIES,2015,RESEARCH,SOUTH EAST,560433
2644,INSTITUTEOFDEVELOPMENTSTUDIES,2016,RESEARCH,SOUTH EAST,459463
2645,INSTITUTEOFEDUCATIONUNIVERSITYOFLONDON,2012,EDUCATION,UNKNOWN,3270199
2646,INSTITUTEOFEDUCATIONUNIVERSITYOFLONDON,2012,KNOWLEDGE EXCHANGE,UNKNOWN,12145329
2647,INSTITUTEOFEDUCATIONUNIVERSITYOFLONDON,2012,RESEARCH,UNKNOWN,7854108
2648,INSTITUTEOFFOODRESEARCH,2014,RESEARCH,EAST OF ENGLAND,94126
2649,INSTITUTEOFFOODRESEARCH,2015,RESEARCH,EAST OF ENGLAND,415769
2650,INSTITUTEOFFOODRESEARCH,2016,RESEARCH,EAST OF ENGLAND,1401781
2651,INSTITUTEOFOCCUPATIONALMEDICINE,2016,RESEARCH,SCOTLAND,495171
2652,INSTITUTEOFRESEARCHFORDEVELOPMENT,2015,RESEARCH,OUTSIDE UK,830568
2653,INSTITUTEOFSWIMMING,2012,EDUCATION,UNKNOWN,1222391
2654,INSTITUTEOFSWIMMING,2013,EDUCATION,UNKNOWN,1767044
2655,INSTITUTEOFSWIMMING,2014,EDUCATION,UNKNOWN,1626066
2656,INSTITUTEOFSWIMMING,2015,EDUCATION,UNKNOWN,804332
2657,INTECBUSINESSCOLLEGES,2013,EDUCATION,UNKNOWN,6735499
2658,INTECBUSINESSCOLLEGES,2014,EDUCATION,UNKNOWN,6247030
2659,INTECBUSINESSCOLLEGES,2015,EDUCATION,UNKNOWN,5619339
2660,INTECBUSINESSCOLLEGES,2016,EDUCATION,UNKNOWN,3303711
