,Institution,Year,Purpose,Region,Value
6511,UNIVERSITYOFBRISTOL,2013,EDUCATION,SOUTH WEST,46119954
6512,UNIVERSITYOFBRISTOL,2013,KNOWLEDGE EXCHANGE,SOUTH WEST,2850000
6513,UNIVERSITYOFBRISTOL,2013,RESEARCH,SOUTH WEST,67870975
6514,UNIVERSITYOFBRISTOL,2014,EDUCATION,SOUTH WEST,34957771
6515,UNIVERSITYOFBRISTOL,2014,KNOWLEDGE EXCHANGE,SOUTH WEST,2850000
6516,UNIVERSITYOFBRISTOL,2014,RESEARCH,SOUTH WEST,125157587
6517,UNIVERSITYOFBRISTOL,2015,EDUCATION,SOUTH WEST,41096698
6518,UNIVERSITYOFBRISTOL,2015,KNOWLEDGE EXCHANGE,SOUTH WEST,2850000
6519,UNIVERSITYOFBRISTOL,2015,RESEARCH,SOUTH WEST,83929764
6520,UNIVERSITYOFBRISTOL,2016,EDUCATION,SOUTH WEST,32800304
6521,UNIVERSITYOFBRISTOL,2016,KNOWLEDGE EXCHANGE,SOUTH WEST,2850000
6522,UNIVERSITYOFBRISTOL,2016,RESEARCH,SOUTH WEST,103743712
6523,UNIVERSITYOFCALIFORNIABERKELEY,2015,RESEARCH,OUTSIDE UK,286943
6524,UNIVERSITYOFCAMBRIDGE,2012,EDUCATION,EAST OF ENGLAND,44849903
6525,UNIVERSITYOFCAMBRIDGE,2012,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,167841422
6526,UNIVERSITYOFCAMBRIDGE,2012,RESEARCH,EAST OF ENGLAND,122708311
6527,UNIVERSITYOFCAMBRIDGE,2013,EDUCATION,EAST OF ENGLAND,40488512
6528,UNIVERSITYOFCAMBRIDGE,2013,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6529,UNIVERSITYOFCAMBRIDGE,2013,OTHER GRANT,EAST OF ENGLAND,3074908
6530,UNIVERSITYOFCAMBRIDGE,2013,RESEARCH,EAST OF ENGLAND,74534933
6531,UNIVERSITYOFCAMBRIDGE,2014,EDUCATION,EAST OF ENGLAND,31647531
6532,UNIVERSITYOFCAMBRIDGE,2014,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6533,UNIVERSITYOFCAMBRIDGE,2014,RESEARCH,EAST OF ENGLAND,212484057
6534,UNIVERSITYOFCAMBRIDGE,2015,BUSINESS,EAST OF ENGLAND,147626
6535,UNIVERSITYOFCAMBRIDGE,2015,EDUCATION,EAST OF ENGLAND,28873675
6536,UNIVERSITYOFCAMBRIDGE,2015,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6537,UNIVERSITYOFCAMBRIDGE,2015,RESEARCH,EAST OF ENGLAND,202797001
6538,UNIVERSITYOFCAMBRIDGE,2016,BUSINESS,EAST OF ENGLAND,101539
6539,UNIVERSITYOFCAMBRIDGE,2016,EDUCATION,EAST OF ENGLAND,25891549
6540,UNIVERSITYOFCAMBRIDGE,2016,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6541,UNIVERSITYOFCAMBRIDGE,2016,OTHER GRANT,EAST OF ENGLAND,318762
6542,UNIVERSITYOFCAMBRIDGE,2016,RESEARCH,EAST OF ENGLAND,241958490
6543,UNIVERSITYOFCAPETOWN,2014,RESEARCH,OUTSIDE UK,2006236
6544,UNIVERSITYOFCAPETOWN,2015,RESEARCH,OUTSIDE UK,2999902
6545,UNIVERSITYOFCAPETOWN,2016,RESEARCH,OUTSIDE UK,578055
6546,UNIVERSITYOFCENTRALLANCASHIRE,2012,EDUCATION,NORTH WEST,46723285
6547,UNIVERSITYOFCENTRALLANCASHIRE,2012,KNOWLEDGE EXCHANGE,NORTH WEST,52193257
6548,UNIVERSITYOFCENTRALLANCASHIRE,2012,RESEARCH,NORTH WEST,3208255
6549,UNIVERSITYOFCENTRALLANCASHIRE,2013,EDUCATION,NORTH WEST,31281193
6550,UNIVERSITYOFCENTRALLANCASHIRE,2013,KNOWLEDGE EXCHANGE,NORTH WEST,2261717
6551,UNIVERSITYOFCENTRALLANCASHIRE,2013,RESEARCH,NORTH WEST,31281193
6552,UNIVERSITYOFCENTRALLANCASHIRE,2014,EDUCATION,NORTH WEST,18947027
6553,UNIVERSITYOFCENTRALLANCASHIRE,2014,KNOWLEDGE EXCHANGE,NORTH WEST,2261717
6554,UNIVERSITYOFCENTRALLANCASHIRE,2014,RESEARCH,NORTH WEST,3584061
6555,UNIVERSITYOFCENTRALLANCASHIRE,2015,EDUCATION,NORTH WEST,16125050
6556,UNIVERSITYOFCENTRALLANCASHIRE,2015,KNOWLEDGE EXCHANGE,NORTH WEST,1997108
6557,UNIVERSITYOFCENTRALLANCASHIRE,2015,RESEARCH,NORTH WEST,4241911
6558,UNIVERSITYOFCENTRALLANCASHIRE,2016,EDUCATION,NORTH WEST,14311512
6559,UNIVERSITYOFCENTRALLANCASHIRE,2016,KNOWLEDGE EXCHANGE,NORTH WEST,1784526
6560,UNIVERSITYOFCENTRALLANCASHIRE,2016,RESEARCH,NORTH WEST,4021534
6561,UNIVERSITYOFCHESTER,2012,EDUCATION,NORTH WEST,17609192
6562,UNIVERSITYOFCHESTER,2012,KNOWLEDGE EXCHANGE,NORTH WEST,18621393
6563,UNIVERSITYOFCHESTER,2012,RESEARCH,NORTH WEST,574924
6564,UNIVERSITYOFCHESTER,2013,EDUCATION,NORTH WEST,11728172
6565,UNIVERSITYOFCHESTER,2013,KNOWLEDGE EXCHANGE,NORTH WEST,437277
6566,UNIVERSITYOFCHESTER,2013,RESEARCH,NORTH WEST,11728172
6567,UNIVERSITYOFCHESTER,2014,EDUCATION,NORTH WEST,6445742
6568,UNIVERSITYOFCHESTER,2014,KNOWLEDGE EXCHANGE,NORTH WEST,437277
6569,UNIVERSITYOFCHESTER,2014,RESEARCH,NORTH WEST,670054
6570,UNIVERSITYOFCHESTER,2015,EDUCATION,NORTH WEST,6056573
6571,UNIVERSITYOFCHESTER,2015,KNOWLEDGE EXCHANGE,NORTH WEST,545623
6572,UNIVERSITYOFCHESTER,2015,RESEARCH,NORTH WEST,1250274
6573,UNIVERSITYOFCHESTER,2016,EDUCATION,NORTH WEST,6096357
6574,UNIVERSITYOFCHESTER,2016,KNOWLEDGE EXCHANGE,NORTH WEST,818435
6575,UNIVERSITYOFCHESTER,2016,RESEARCH,NORTH WEST,1380980
6576,UNIVERSITYOFCHICHESTER,2012,EDUCATION,UNKNOWN,7977872
6577,UNIVERSITYOFCHICHESTER,2012,KNOWLEDGE EXCHANGE,UNKNOWN,8532637
6578,UNIVERSITYOFCHICHESTER,2012,RESEARCH,UNKNOWN,269850
6579,UNIVERSITYOFCHICHESTER,2013,EDUCATION,UNKNOWN,5286856
6580,UNIVERSITYOFCHICHESTER,2013,KNOWLEDGE EXCHANGE,UNKNOWN,284915
6581,UNIVERSITYOFCHICHESTER,2013,RESEARCH,UNKNOWN,5286856
6582,UNIVERSITYOFCHICHESTER,2014,EDUCATION,UNKNOWN,2428866
6583,UNIVERSITYOFCHICHESTER,2014,KNOWLEDGE EXCHANGE,UNKNOWN,284915
6584,UNIVERSITYOFCHICHESTER,2014,RESEARCH,UNKNOWN,271635
6585,UNIVERSITYOFCHICHESTER,2015,EDUCATION,UNKNOWN,2359593
6586,UNIVERSITYOFCHICHESTER,2015,RESEARCH,UNKNOWN,700158
6587,UNIVERSITYOFCHICHESTER,2016,EDUCATION,UNKNOWN,2408796
6588,UNIVERSITYOFCHICHESTER,2016,RESEARCH,UNKNOWN,729631
6589,UNIVERSITYOFCUMBRIA,2012,EDUCATION,UNKNOWN,11485447
6590,UNIVERSITYOFCUMBRIA,2012,KNOWLEDGE EXCHANGE,UNKNOWN,11585938
6591,UNIVERSITYOFCUMBRIA,2012,RESEARCH,UNKNOWN,100491
6592,UNIVERSITYOFCUMBRIA,2013,EDUCATION,UNKNOWN,7250172
6593,UNIVERSITYOFCUMBRIA,2013,RESEARCH,UNKNOWN,7250172
6594,UNIVERSITYOFCUMBRIA,2014,EDUCATION,UNKNOWN,3198266
6595,UNIVERSITYOFCUMBRIA,2014,RESEARCH,UNKNOWN,100337
6596,UNIVERSITYOFCUMBRIA,2015,EDUCATION,UNKNOWN,2929102
6597,UNIVERSITYOFCUMBRIA,2015,KNOWLEDGE EXCHANGE,UNKNOWN,250388
6598,UNIVERSITYOFCUMBRIA,2015,RESEARCH,UNKNOWN,261025
6599,UNIVERSITYOFCUMBRIA,2016,EDUCATION,UNKNOWN,2639289
6600,UNIVERSITYOFCUMBRIA,2016,RESEARCH,UNKNOWN,259804
6601,UNIVERSITYOFDARESSALAAM,2015,RESEARCH,OUTSIDE UK,61202
6602,UNIVERSITYOFDERBY,2012,EDUCATION,UNKNOWN,31106911
6603,UNIVERSITYOFDERBY,2012,KNOWLEDGE EXCHANGE,UNKNOWN,27336831
6604,UNIVERSITYOFDERBY,2012,RESEARCH,UNKNOWN,383806
6605,UNIVERSITYOFDERBY,2013,EDUCATION,UNKNOWN,22760954
6606,UNIVERSITYOFDERBY,2013,KNOWLEDGE EXCHANGE,UNKNOWN,674476
6607,UNIVERSITYOFDERBY,2013,RESEARCH,UNKNOWN,18054453
6608,UNIVERSITYOFDERBY,2014,EDUCATION,UNKNOWN,14975123
6609,UNIVERSITYOFDERBY,2014,KNOWLEDGE EXCHANGE,UNKNOWN,674476
6610,UNIVERSITYOFDERBY,2014,RESEARCH,UNKNOWN,393633
6611,UNIVERSITYOFDERBY,2015,EDUCATION,UNKNOWN,14310885
6612,UNIVERSITYOFDERBY,2015,KNOWLEDGE EXCHANGE,UNKNOWN,540352
6613,UNIVERSITYOFDERBY,2015,RESEARCH,UNKNOWN,834881
6614,UNIVERSITYOFDERBY,2016,EDUCATION,UNKNOWN,12502389
6615,UNIVERSITYOFDERBY,2016,KNOWLEDGE EXCHANGE,UNKNOWN,570545
6616,UNIVERSITYOFDERBY,2016,RESEARCH,UNKNOWN,872181
6617,UNIVERSITYOFDUNDEE,2012,RESEARCH,SCOTLAND,396996
6618,UNIVERSITYOFDUNDEE,2013,RESEARCH,SCOTLAND,4032595
6619,UNIVERSITYOFDUNDEE,2014,EDUCATION,SCOTLAND,2451732
6620,UNIVERSITYOFDUNDEE,2014,RESEARCH,SCOTLAND,2767133
6621,UNIVERSITYOFDUNDEE,2015,RESEARCH,SCOTLAND,4447684
6622,UNIVERSITYOFDUNDEE,2016,RESEARCH,SCOTLAND,11333029
6623,UNIVERSITYOFDURHAM,2012,EDUCATION,UNKNOWN,28526496
6624,UNIVERSITYOFDURHAM,2012,KNOWLEDGE EXCHANGE,UNKNOWN,56485719
6625,UNIVERSITYOFDURHAM,2012,RESEARCH,UNKNOWN,25156098
6626,UNIVERSITYOFDURHAM,2013,EDUCATION,UNKNOWN,18783003
6627,UNIVERSITYOFDURHAM,2013,KNOWLEDGE EXCHANGE,UNKNOWN,2850000
6628,UNIVERSITYOFDURHAM,2013,RESEARCH,UNKNOWN,18709387
6629,UNIVERSITYOFDURHAM,2014,EDUCATION,UNKNOWN,10176947
6630,UNIVERSITYOFDURHAM,2014,KNOWLEDGE EXCHANGE,UNKNOWN,2850000
6631,UNIVERSITYOFDURHAM,2014,RESEARCH,UNKNOWN,24966805
6632,UNIVERSITYOFDURHAM,2015,EDUCATION,UNKNOWN,7209897
6633,UNIVERSITYOFDURHAM,2015,KNOWLEDGE EXCHANGE,UNKNOWN,2786220
6634,UNIVERSITYOFDURHAM,2015,RESEARCH,UNKNOWN,24853129
6635,UNIVERSITYOFDURHAM,2016,EDUCATION,UNKNOWN,7571102
6636,UNIVERSITYOFDURHAM,2016,KNOWLEDGE EXCHANGE,UNKNOWN,2494132
6637,UNIVERSITYOFDURHAM,2016,RESEARCH,UNKNOWN,25285695
6638,UNIVERSITYOFEASTANGLIA,2012,EDUCATION,EAST OF ENGLAND,27508941
6639,UNIVERSITYOFEASTANGLIA,2012,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,44921414
6640,UNIVERSITYOFEASTANGLIA,2012,RESEARCH,EAST OF ENGLAND,17007181
6641,UNIVERSITYOFEASTANGLIA,2013,EDUCATION,EAST OF ENGLAND,19836330
6642,UNIVERSITYOFEASTANGLIA,2013,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,1766555
6643,UNIVERSITYOFEASTANGLIA,2013,RESEARCH,EAST OF ENGLAND,19929850
6644,UNIVERSITYOFEASTANGLIA,2014,EDUCATION,EAST OF ENGLAND,12611201
6645,UNIVERSITYOFEASTANGLIA,2014,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,1766555
6646,UNIVERSITYOFEASTANGLIA,2014,RESEARCH,EAST OF ENGLAND,22473938
6647,UNIVERSITYOFEASTANGLIA,2015,EDUCATION,EAST OF ENGLAND,10908404
6648,UNIVERSITYOFEASTANGLIA,2015,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2649833
6649,UNIVERSITYOFEASTANGLIA,2015,RESEARCH,EAST OF ENGLAND,21339914
6650,UNIVERSITYOFEASTANGLIA,2016,EDUCATION,EAST OF ENGLAND,11209772
6651,UNIVERSITYOFEASTANGLIA,2016,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6652,UNIVERSITYOFEASTANGLIA,2016,RESEARCH,EAST OF ENGLAND,23395757
6653,UNIVERSITYOFEASTLONDON,2012,EDUCATION,LONDON,28196179
6654,UNIVERSITYOFEASTLONDON,2012,KNOWLEDGE EXCHANGE,LONDON,30877991
6655,UNIVERSITYOFEASTLONDON,2012,RESEARCH,LONDON,2073421
6656,UNIVERSITYOFEASTLONDON,2013,EDUCATION,LONDON,21889562
6657,UNIVERSITYOFEASTLONDON,2013,KNOWLEDGE EXCHANGE,LONDON,608391
6658,UNIVERSITYOFEASTLONDON,2013,RESEARCH,LONDON,21889562
6659,UNIVERSITYOFEASTLONDON,2014,EDUCATION,LONDON,14195872
6660,UNIVERSITYOFEASTLONDON,2014,KNOWLEDGE EXCHANGE,LONDON,608391
6661,UNIVERSITYOFEASTLONDON,2014,RESEARCH,LONDON,2020414
6662,UNIVERSITYOFEASTLONDON,2015,EDUCATION,LONDON,11889825
6663,UNIVERSITYOFEASTLONDON,2015,KNOWLEDGE EXCHANGE,LONDON,388722
6664,UNIVERSITYOFEASTLONDON,2015,RESEARCH,LONDON,2724803
6665,UNIVERSITYOFEASTLONDON,2016,EDUCATION,LONDON,10224085
6666,UNIVERSITYOFEASTLONDON,2016,KNOWLEDGE EXCHANGE,LONDON,291355
6667,UNIVERSITYOFEASTLONDON,2016,RESEARCH,LONDON,2991771
6668,UNIVERSITYOFEDINBURGH,2012,EDUCATION,SCOTLAND,2752383
6669,UNIVERSITYOFEDINBURGH,2012,RESEARCH,SCOTLAND,2197060
6670,UNIVERSITYOFEDINBURGH,2013,EDUCATION,SCOTLAND,1118416
6671,UNIVERSITYOFEDINBURGH,2013,RESEARCH,SCOTLAND,38816091
6672,UNIVERSITYOFEDINBURGH,2014,EDUCATION,SCOTLAND,3594392
6673,UNIVERSITYOFEDINBURGH,2014,RESEARCH,SCOTLAND,55853250
6674,UNIVERSITYOFEDINBURGH,2015,BUSINESS,SCOTLAND,153327
6675,UNIVERSITYOFEDINBURGH,2015,EDUCATION,SCOTLAND,7092882
6676,UNIVERSITYOFEDINBURGH,2015,RESEARCH,SCOTLAND,49971932
6677,UNIVERSITYOFEDINBURGH,2016,EDUCATION,SCOTLAND,8791054
6678,UNIVERSITYOFEDINBURGH,2016,RESEARCH,SCOTLAND,59645909
6679,UNIVERSITYOFESSEX,2012,EDUCATION,EAST OF ENGLAND,20758646
6680,UNIVERSITYOFESSEX,2012,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,30606763
6681,UNIVERSITYOFESSEX,2012,RESEARCH,EAST OF ENGLAND,9107070
6682,UNIVERSITYOFESSEX,2013,EDUCATION,EAST OF ENGLAND,13731859
6683,UNIVERSITYOFESSEX,2013,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,741047
6684,UNIVERSITYOFESSEX,2013,RESEARCH,EAST OF ENGLAND,50476505
6685,UNIVERSITYOFESSEX,2014,EDUCATION,EAST OF ENGLAND,7207724
6686,UNIVERSITYOFESSEX,2014,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,741047
6687,UNIVERSITYOFESSEX,2014,RESEARCH,EAST OF ENGLAND,19737003
6688,UNIVERSITYOFESSEX,2015,BUSINESS,EAST OF ENGLAND,205426
6689,UNIVERSITYOFESSEX,2015,EDUCATION,EAST OF ENGLAND,6499125
6690,UNIVERSITYOFESSEX,2015,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,1111571
6691,UNIVERSITYOFESSEX,2015,RESEARCH,EAST OF ENGLAND,17785804
6692,UNIVERSITYOFESSEX,2016,BUSINESS,EAST OF ENGLAND,227491
6693,UNIVERSITYOFESSEX,2016,EDUCATION,EAST OF ENGLAND,5843850
6694,UNIVERSITYOFESSEX,2016,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,1667357
6695,UNIVERSITYOFESSEX,2016,RESEARCH,EAST OF ENGLAND,42523377
6696,UNIVERSITYOFEXETER,2012,EDUCATION,SOUTH WEST,31762903
6697,UNIVERSITYOFEXETER,2012,KNOWLEDGE EXCHANGE,SOUTH WEST,53630917
6698,UNIVERSITYOFEXETER,2012,RESEARCH,SOUTH WEST,19182091
6699,UNIVERSITYOFEXETER,2013,EDUCATION,SOUTH WEST,23333964
6700,UNIVERSITYOFEXETER,2013,KNOWLEDGE EXCHANGE,SOUTH WEST,2685923
6701,UNIVERSITYOFEXETER,2013,RESEARCH,SOUTH WEST,24854505
6702,UNIVERSITYOFEXETER,2014,EDUCATION,SOUTH WEST,15291752
6703,UNIVERSITYOFEXETER,2014,KNOWLEDGE EXCHANGE,SOUTH WEST,2685923
6704,UNIVERSITYOFEXETER,2014,RESEARCH,SOUTH WEST,35862124
6705,UNIVERSITYOFEXETER,2015,EDUCATION,SOUTH WEST,12077469
6706,UNIVERSITYOFEXETER,2015,KNOWLEDGE EXCHANGE,SOUTH WEST,2850000
6707,UNIVERSITYOFEXETER,2015,RESEARCH,SOUTH WEST,41980734
6708,UNIVERSITYOFEXETER,2016,EDUCATION,SOUTH WEST,16154507
6709,UNIVERSITYOFEXETER,2016,KNOWLEDGE EXCHANGE,SOUTH WEST,2850000
6710,UNIVERSITYOFEXETER,2016,RESEARCH,SOUTH WEST,50937638
6711,UNIVERSITYOFGENEVA,2016,RESEARCH,OUTSIDE UK,318780
6712,UNIVERSITYOFGLASGOW,2012,EDUCATION,SCOTLAND,532673
6713,UNIVERSITYOFGLASGOW,2012,RESEARCH,SCOTLAND,397592
6714,UNIVERSITYOFGLASGOW,2013,EDUCATION,SCOTLAND,2585139
6715,UNIVERSITYOFGLASGOW,2013,RESEARCH,SCOTLAND,15565448
6716,UNIVERSITYOFGLASGOW,2014,EDUCATION,SCOTLAND,425506
6717,UNIVERSITYOFGLASGOW,2014,RESEARCH,SCOTLAND,58014906
6718,UNIVERSITYOFGLASGOW,2015,EDUCATION,SCOTLAND,1634461
6719,UNIVERSITYOFGLASGOW,2015,OTHER GRANT,SCOTLAND,333823
6720,UNIVERSITYOFGLASGOW,2015,RESEARCH,SCOTLAND,31160778
6721,UNIVERSITYOFGLASGOW,2016,EDUCATION,SCOTLAND,2993434
6722,UNIVERSITYOFGLASGOW,2016,RESEARCH,SCOTLAND,43723878
6723,UNIVERSITYOFGLOUCESTERSHIRE,2012,EDUCATION,UNKNOWN,13808633
6724,UNIVERSITYOFGLOUCESTERSHIRE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,14826862
6725,UNIVERSITYOFGLOUCESTERSHIRE,2012,RESEARCH,UNKNOWN,682990
6726,UNIVERSITYOFGLOUCESTERSHIRE,2013,EDUCATION,UNKNOWN,9388491
6727,UNIVERSITYOFGLOUCESTERSHIRE,2013,KNOWLEDGE EXCHANGE,UNKNOWN,335239
6728,UNIVERSITYOFGLOUCESTERSHIRE,2013,RESEARCH,UNKNOWN,9388491
6729,UNIVERSITYOFGLOUCESTERSHIRE,2014,EDUCATION,UNKNOWN,4398467
6730,UNIVERSITYOFGLOUCESTERSHIRE,2014,KNOWLEDGE EXCHANGE,UNKNOWN,335239
6731,UNIVERSITYOFGLOUCESTERSHIRE,2014,RESEARCH,UNKNOWN,657548
6732,UNIVERSITYOFGLOUCESTERSHIRE,2015,EDUCATION,UNKNOWN,3578788
6733,UNIVERSITYOFGLOUCESTERSHIRE,2015,RESEARCH,UNKNOWN,742809
6734,UNIVERSITYOFGLOUCESTERSHIRE,2016,EDUCATION,UNKNOWN,3608416
6735,UNIVERSITYOFGLOUCESTERSHIRE,2016,KNOWLEDGE EXCHANGE,UNKNOWN,258856
6736,UNIVERSITYOFGLOUCESTERSHIRE,2016,RESEARCH,UNKNOWN,715708
6737,UNIVERSITYOFGREENWICH,2012,EDUCATION,LONDON,39412856
6738,UNIVERSITYOFGREENWICH,2012,KNOWLEDGE EXCHANGE,LONDON,43781616
6739,UNIVERSITYOFGREENWICH,2012,RESEARCH,LONDON,2638859
6740,UNIVERSITYOFGREENWICH,2013,EDUCATION,LONDON,25195466
6741,UNIVERSITYOFGREENWICH,2013,KNOWLEDGE EXCHANGE,LONDON,1729901
6742,UNIVERSITYOFGREENWICH,2013,RESEARCH,LONDON,25264114
6743,UNIVERSITYOFGREENWICH,2014,EDUCATION,LONDON,14288716
6744,UNIVERSITYOFGREENWICH,2014,KNOWLEDGE EXCHANGE,LONDON,1729901
6745,UNIVERSITYOFGREENWICH,2014,RESEARCH,LONDON,3464453
6746,UNIVERSITYOFGREENWICH,2015,EDUCATION,LONDON,12846894
6747,UNIVERSITYOFGREENWICH,2015,KNOWLEDGE EXCHANGE,LONDON,1713492
6748,UNIVERSITYOFGREENWICH,2015,RESEARCH,LONDON,2974752
6749,UNIVERSITYOFGREENWICH,2016,BUSINESS,LONDON,142913
6750,UNIVERSITYOFGREENWICH,2016,EDUCATION,LONDON,12071365
6751,UNIVERSITYOFGREENWICH,2016,KNOWLEDGE EXCHANGE,LONDON,1651462
6752,UNIVERSITYOFGREENWICH,2016,RESEARCH,LONDON,4452702
6753,UNIVERSITYOFHERTFORDSHIRE,2012,EDUCATION,EAST OF ENGLAND,33184025
6754,UNIVERSITYOFHERTFORDSHIRE,2012,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,40353719
6755,UNIVERSITYOFHERTFORDSHIRE,2012,RESEARCH,EAST OF ENGLAND,4319694
6756,UNIVERSITYOFHERTFORDSHIRE,2013,EDUCATION,EAST OF ENGLAND,22115368
6757,UNIVERSITYOFHERTFORDSHIRE,2013,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6758,UNIVERSITYOFHERTFORDSHIRE,2013,RESEARCH,EAST OF ENGLAND,22115368
6759,UNIVERSITYOFHERTFORDSHIRE,2014,EDUCATION,EAST OF ENGLAND,13303246
6760,UNIVERSITYOFHERTFORDSHIRE,2014,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6761,UNIVERSITYOFHERTFORDSHIRE,2014,RESEARCH,EAST OF ENGLAND,4273708
6762,UNIVERSITYOFHERTFORDSHIRE,2015,EDUCATION,EAST OF ENGLAND,10406455
6763,UNIVERSITYOFHERTFORDSHIRE,2015,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6764,UNIVERSITYOFHERTFORDSHIRE,2015,RESEARCH,EAST OF ENGLAND,6835171
6765,UNIVERSITYOFHERTFORDSHIRE,2016,BUSINESS,EAST OF ENGLAND,109286
6766,UNIVERSITYOFHERTFORDSHIRE,2016,EDUCATION,EAST OF ENGLAND,10643703
6767,UNIVERSITYOFHERTFORDSHIRE,2016,KNOWLEDGE EXCHANGE,EAST OF ENGLAND,2850000
6768,UNIVERSITYOFHERTFORDSHIRE,2016,RESEARCH,EAST OF ENGLAND,7219665
6769,UNIVERSITYOFHUDDERSFIELD,2012,EDUCATION,YORKSHIRE AND THE HUMBER,33886935
6770,UNIVERSITYOFHUDDERSFIELD,2012,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,36850600
6771,UNIVERSITYOFHUDDERSFIELD,2012,RESEARCH,YORKSHIRE AND THE HUMBER,2031112
6772,UNIVERSITYOFHUDDERSFIELD,2013,EDUCATION,YORKSHIRE AND THE HUMBER,23315719
6773,UNIVERSITYOFHUDDERSFIELD,2013,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,932553
6774,UNIVERSITYOFHUDDERSFIELD,2013,RESEARCH,YORKSHIRE AND THE HUMBER,22401707
6775,UNIVERSITYOFHUDDERSFIELD,2014,EDUCATION,YORKSHIRE AND THE HUMBER,13840541
6776,UNIVERSITYOFHUDDERSFIELD,2014,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,932553
6777,UNIVERSITYOFHUDDERSFIELD,2014,RESEARCH,YORKSHIRE AND THE HUMBER,2011210
6778,UNIVERSITYOFHUDDERSFIELD,2015,BUSINESS,YORKSHIRE AND THE HUMBER,121596
6779,UNIVERSITYOFHUDDERSFIELD,2015,EDUCATION,YORKSHIRE AND THE HUMBER,10993642
6780,UNIVERSITYOFHUDDERSFIELD,2015,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,994353
6781,UNIVERSITYOFHUDDERSFIELD,2015,RESEARCH,YORKSHIRE AND THE HUMBER,6721113
6782,UNIVERSITYOFHUDDERSFIELD,2016,EDUCATION,YORKSHIRE AND THE HUMBER,9777833
6783,UNIVERSITYOFHUDDERSFIELD,2016,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,976481
6784,UNIVERSITYOFHUDDERSFIELD,2016,RESEARCH,YORKSHIRE AND THE HUMBER,5961872
6785,UNIVERSITYOFHULL,2012,EDUCATION,YORKSHIRE AND THE HUMBER,29033244
6786,UNIVERSITYOFHULL,2012,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,38805458
6787,UNIVERSITYOFHULL,2012,RESEARCH,YORKSHIRE AND THE HUMBER,7810710
6788,UNIVERSITYOFHULL,2013,EDUCATION,YORKSHIRE AND THE HUMBER,21266312
6789,UNIVERSITYOFHULL,2013,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,1961504
6790,UNIVERSITYOFHULL,2013,RESEARCH,YORKSHIRE AND THE HUMBER,20911903
6791,UNIVERSITYOFHULL,2014,EDUCATION,YORKSHIRE AND THE HUMBER,12747494
6792,UNIVERSITYOFHULL,2014,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,1961504
6793,UNIVERSITYOFHULL,2014,RESEARCH,YORKSHIRE AND THE HUMBER,8513216
6794,UNIVERSITYOFHULL,2015,EDUCATION,YORKSHIRE AND THE HUMBER,11304932
6795,UNIVERSITYOFHULL,2015,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,1634791
6796,UNIVERSITYOFHULL,2015,RESEARCH,YORKSHIRE AND THE HUMBER,7992369
6797,UNIVERSITYOFHULL,2016,EDUCATION,YORKSHIRE AND THE HUMBER,10781739
6798,UNIVERSITYOFHULL,2016,KNOWLEDGE EXCHANGE,YORKSHIRE AND THE HUMBER,1431355
6799,UNIVERSITYOFHULL,2016,RESEARCH,YORKSHIRE AND THE HUMBER,8219527
6800,UNIVERSITYOFKEELE,2012,EDUCATION,UNKNOWN,17596556
6801,UNIVERSITYOFKEELE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,24522103
6802,UNIVERSITYOFKEELE,2012,RESEARCH,UNKNOWN,6178186
6803,UNIVERSITYOFKEELE,2013,EDUCATION,UNKNOWN,13380168
6804,UNIVERSITYOFKEELE,2013,KNOWLEDGE EXCHANGE,UNKNOWN,747361
6805,UNIVERSITYOFKEELE,2013,RESEARCH,UNKNOWN,13380168
