LeadROName,ProjectCategory,year,Region,AwardPounds
BIOSYSTEMS TECHNOLOGY LIMITED,CRD,2018,SOUTH WEST,192853.0
BIOSYSTEMS TECHNOLOGY LIMITED,FEASIBILITY STUDIES,2018,SOUTH WEST,69799.0
BIOTOOLOMICS LIMITED,FEASIBILITY STUDIES,2018,NORTH EAST,67078.0
BIOTRONICS 3D LIMITED,EU-FUNDED,2015,LONDON,259912.0
BIOVENTIX PLC,EU-FUNDED,2018,UNKNOWN,77433.0
BIOVERSITY INTERNATIONAL,RESEARCH GRANT,2017,OUTSIDE UK,293658.0
BIOVICI LIMITED,COLLABORATIVE R&D,2017,WALES,618809.0
BIOVORN LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69968.0
BIRKBECK COLLEGE,FELLOWSHIP,2015,LONDON,1015063.0
BIRKBECK COLLEGE,FELLOWSHIP,2018,LONDON,1338211.0
BIRKBECK COLLEGE,RESEARCH GRANT,2013,LONDON,1687805.0
BIRKBECK COLLEGE,RESEARCH GRANT,2014,LONDON,2179170.0
BIRKBECK COLLEGE,RESEARCH GRANT,2015,LONDON,1224115.0
BIRKBECK COLLEGE,RESEARCH GRANT,2016,LONDON,1519756.0
BIRKBECK COLLEGE,RESEARCH GRANT,2017,LONDON,3835145.0
BIRKBECK COLLEGE,RESEARCH GRANT,2018,LONDON,2089062.0
BIRKBECK COLLEGE,TRAINING GRANT,2017,LONDON,81539.0
BIRKBECK COLLEGE,TRAINING GRANT,2018,LONDON,82332.0
BIRMINGHAM CITY UNIVERSITY,FELLOWSHIP,2017,WEST MIDLANDS,135478.0
BIRMINGHAM CITY UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2014,WEST MIDLANDS,115262.0
BIRMINGHAM CITY UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,WEST MIDLANDS,113722.0
BIRMINGHAM CITY UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,WEST MIDLANDS,180723.0
BIRMINGHAM CITY UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,WEST MIDLANDS,96336.0
BIRMINGHAM CITY UNIVERSITY,RESEARCH GRANT,2016,WEST MIDLANDS,440025.0
BIRMINGHAM CITY UNIVERSITY,RESEARCH GRANT,2017,WEST MIDLANDS,683712.0
BIRMINGHAM CITY UNIVERSITY,RESEARCH GRANT,2018,WEST MIDLANDS,59989.0
BIRMINGHAM HIGH PERFORMANCE TURBOMACHINERY LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,388093.0
BLADEBUG LIMITED,FEASIBILITY STUDIES,2017,UNKNOWN,58626.0
BLADON JETS (UK) LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,935659.0
BLAKBEAR LTD,FEASIBILITY STUDIES,2018,UNKNOWN,68724.0
BLATCHFORD PRODUCTS LTD,COLLABORATIVE R&D,2017,SOUTH EAST,330784.0
BLEEPBLEEPS LIMITED,FEASIBILITY STUDIES,2018,LONDON,44951.0
BLOCK DOX LIMITED,COLLABORATIVE R&D,2018,LONDON,769731.0
BLOCK DOX LIMITED,EU-FUNDED,2017,LONDON,184615.0
BLOCK DOX LIMITED,SMALL BUSINESS RESEARCH INITIATIVE,2018,LONDON,350000.0
BLOKUR LTD,FEASIBILITY STUDIES,2017,LONDON,634255.0
BLOW MOULDING TECHNOLOGIES LTD,FEASIBILITY STUDIES,2018,NORTHERN IRELAND,69964.0
BLU WIRELESS TECHNOLOGY LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,69693.0
BLUE CASTLE BUSINESS SERVICES  LTD,CRD,2018,UNKNOWN,197468.0
BLUE SKY BIO LTD,FEASIBILITY STUDIES,2018,UNKNOWN,138384.0
BLUE TECH VENTURES LIMITED,FEASIBILITY STUDIES,2017,UNKNOWN,171249.0
BLUEFROG DESIGN LIMITED,COLLABORATIVE R&D,2015,EAST MIDLANDS,638548.0
BLUEPRINT PRODUCT DESIGN LIMITED,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,187385.0
BMLL TECHNOLOGIES LIMITED,FEASIBILITY STUDIES,2017,LONDON,698506.0
BMT SHIP & COASTAL DYNAMICS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,685887.0
BMW MOTORSPORT LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,12577135.0
BODLE TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,378223.0
BOMBARDIER AEROSPACE UK LIMITED,BIS-FUNDED PROGRAMMES,2018,LONDON,14036961.0
BOMBARDIER AEROSPACE UK LIMITED,FEASIBILITY STUDIES,2017,LONDON,37570.0
BOND DIGITAL HEALTH LTD,FEASIBILITY STUDIES,2018,UNKNOWN,68583.0
BOTSANDUS LTD.,FEASIBILITY STUDIES,2018,SOUTH EAST,69946.0
BOURNEMOUTH UNIVERSITY,CRD,2018,SOUTH WEST,93345.0
BOURNEMOUTH UNIVERSITY,FEASIBILITY STUDIES,2018,SOUTH WEST,12168.0
BOURNEMOUTH UNIVERSITY,FELLOWSHIP,2018,SOUTH WEST,185750.0
BOURNEMOUTH UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SOUTH WEST,60429.0
BOURNEMOUTH UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH WEST,114872.0
BOURNEMOUTH UNIVERSITY,RESEARCH GRANT,2015,SOUTH WEST,146114.0
BOURNEMOUTH UNIVERSITY,RESEARCH GRANT,2016,SOUTH WEST,617225.0
BOURNEMOUTH UNIVERSITY,RESEARCH GRANT,2017,SOUTH WEST,557004.0
BOURNEMOUTH UNIVERSITY,RESEARCH GRANT,2018,SOUTH WEST,310732.0
BRACKENMORE LTD,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,267940.0
BRAENDLER ENGINEERING LTD,COLLABORATIVE R&D,2018,UNKNOWN,535389.0
BRAINTRAIN2020 LIMITED,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,324023.0
BRAINTREE LIMITED,COLLABORATIVE R&D,2017,LONDON,515908.0
BRANSCAN LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,496681.0
BREATHEOX LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,104720.0
"BRECKNELL, WILLIS & CO. LIMITED",COLLABORATIVE R&D,2018,WEST MIDLANDS,983976.0
BRIGHTDAY ENGINEERING LTD,FEASIBILITY STUDIES,2018,UNKNOWN,35167.0
BRILL POWER LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,136105.0
BRISTOL AERO LTD,FEASIBILITY STUDIES,2018,UNKNOWN,68851.0
BRISTOL WATER PLC,EU-FUNDED,2018,SOUTH WEST,65784.0
BRIT INST OF INTERNATIONAL AND COMP LAW,RESEARCH GRANT,2018,LONDON,198517.0
BRITISH BEET RESEARCH ORGANISATION,COLLABORATIVE R&D,2015,EAST OF ENGLAND,1587993.0
BRITISH BROADCASTING CORPORATION,COLLABORATIVE R&D,2018,LONDON,506597.0
BRITISH TEXEL SHEEP SOCIETY LIMITED (THE),COLLABORATIVE R&D,2014,SCOTLAND,1017438.0
BRITISH TEXEL SHEEP SOCIETY LIMITED (THE),COLLABORATIVE R&D,2017,SCOTLAND,532364.0
BRITISH TRUST FOR ORNITHOLOGY,RESEARCH GRANT,2018,EAST OF ENGLAND,127632.0
BRUNEL UNIVERSITY,FELLOWSHIP,2016,LONDON,159045.0
BRUNEL UNIVERSITY,RESEARCH GRANT,2013,LONDON,5699187.0
BRUNEL UNIVERSITY,RESEARCH GRANT,2014,LONDON,3866425.0
BRUNEL UNIVERSITY,RESEARCH GRANT,2015,LONDON,12303643.0
BRUNEL UNIVERSITY,RESEARCH GRANT,2016,LONDON,6324938.0
BRUNEL UNIVERSITY,RESEARCH GRANT,2017,LONDON,1676776.0
BRUNEL UNIVERSITY,RESEARCH GRANT,2018,LONDON,2394048.0
BRUNEL UNIVERSITY,TRAINING GRANT,2014,LONDON,317949.0
BRUNEL UNIVERSITY,TRAINING GRANT,2015,LONDON,413812.0
BRUNEL UNIVERSITY,TRAINING GRANT,2016,LONDON,1567520.0
BRUNEL UNIVERSITY,TRAINING GRANT,2017,LONDON,826892.0
BRUNEL UNIVERSITY,TRAINING GRANT,2018,LONDON,2376445.0
BRYDEN WOOD TECHNOLOGY LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,728151.0
BUFFALOGRID LTD,FEASIBILITY STUDIES,2017,NORTH WEST,266366.0
BULLION TECH LTD,EU-FUNDED,2017,NORTH WEST,319306.0
BURKARD MANUFACTURING COMPANY LIMITED,COLLABORATIVE R&D,2015,EAST OF ENGLAND,736885.0
C-CAPTURE LIMITED,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,103938.0
C-TECH INNOVATION LIMITED,COLLABORATIVE R&D,2015,NORTH WEST,383038.0
C-TECH INNOVATION LIMITED,COLLABORATIVE R&D,2018,NORTH WEST,52212.0
C3 BIO-TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,291549.0
C4 CARBIDES LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,591713.0
C4X DISCOVERY LIMITED,CRD,2018,NORTH WEST,139965.0
CAB INTERNATIONAL,RESEARCH GRANT,2015,SOUTH EAST,256463.0
CAB INTERNATIONAL,RESEARCH GRANT,2016,SOUTH EAST,1211945.0
CADSCAN LIMITED,COLLABORATIVE R&D,2017,NORTH WEST,278556.0
CADSCAN LIMITED,COLLABORATIVE R&D,2018,NORTH WEST,451908.0
CADSCAN LIMITED,CRD,2018,NORTH WEST,164130.0
CADSCAN LIMITED,FEASIBILITY STUDIES,2017,NORTH WEST,265376.0
CADSCAN LIMITED,FEASIBILITY STUDIES,2018,NORTH WEST,150192.0
CAGEN LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,104633.0
CAMBIMUNE LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,244868.0
CAMBRIDGE BIO-AUGMENTATION SYSTEMS LTD,COLLABORATIVE R&D,2018,EAST OF ENGLAND,647107.0
CAMBRIDGE CARBON CAPTURE LIMITED,FEASIBILITY STUDIES,2017,EAST OF ENGLAND,455592.0
CAMBRIDGE COGNITION LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,294283.0
CAMBRIDGE COGNITION LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,118761.0
CAMBRIDGE CRYSTALLOGRAPHIC DATA CENTRE,TRAINING GRANT,2016,EAST OF ENGLAND,96696.0
CAMBRIDGE DISPLAY TECHNOLOGY LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,113521.0
CAMBRIDGE ENVIRONMENTAL RESEARCH CONSULTANTS LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,263591.0
CAMBRIDGE GAN DEVICES LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,306681.0
CAMBRIDGE GRAPHENE LTD.,FEASIBILITY STUDIES,2017,UNKNOWN,68233.0
CAMBRIDGE MICROELECTRONICS LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,711764.0
CAMBRIDGE QUANTUM COMPUTING LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,237138.0
CAMBRIDGE RESPIRATORY INNOVATIONS LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,295795.0
CAMBRIDGE SPARK LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,416620.0
CAMENA BIOSCIENCE LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1247100.0
CAMFRIDGE LIMITED,COLLABORATIVE R&D,2016,EAST OF ENGLAND,690323.0
CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1536585.0
CAMSTECH LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,100850.0
CAMSTENT LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,74448.0
CAMVERTEC  LIMITED,CRD,2018,UNKNOWN,68952.0
CANTERBURY CHRIST CHURCH UNIVERSITY,RESEARCH GRANT,2017,SOUTH EAST,202084.0
CAPACITY BUILDING SUPPORT LIMITED,COLLABORATIVE R&D,2017,LONDON,961440.0
CARBONCHAIN.IO LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,70000.0
CARDIFF METROPOLITAN UNIVERSITY,CRD,2018,WALES,95548.0
CARDIFF METROPOLITAN UNIVERSITY,FELLOWSHIP,2017,WALES,160908.0
CARDIFF METROPOLITAN UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,WALES,177741.0
CARDIFF METROPOLITAN UNIVERSITY,RESEARCH GRANT,2017,WALES,59000.0
CARDIFF UNIVERSITY,CRD,2018,WALES,122251.0
CARDIFF UNIVERSITY,FELLOWSHIP,2013,WALES,909623.0
CARDIFF UNIVERSITY,FELLOWSHIP,2015,WALES,1872895.0
CARDIFF UNIVERSITY,FELLOWSHIP,2016,WALES,1716194.0
CARDIFF UNIVERSITY,FELLOWSHIP,2017,WALES,3220254.0
CARDIFF UNIVERSITY,FELLOWSHIP,2018,WALES,3716849.0
CARDIFF UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,WALES,507299.0
CARDIFF UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,WALES,203539.0
CARDIFF UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,WALES,485135.0
CARDIFF UNIVERSITY,OTHER GRANT,2016,WALES,270340.0
CARDIFF UNIVERSITY,RESEARCH GRANT,2013,WALES,7995733.0
CARDIFF UNIVERSITY,RESEARCH GRANT,2014,WALES,17823946.0
CARDIFF UNIVERSITY,RESEARCH GRANT,2015,WALES,13462041.0
CARDIFF UNIVERSITY,RESEARCH GRANT,2016,WALES,31787141.0
CARDIFF UNIVERSITY,RESEARCH GRANT,2017,WALES,26520393.0
CARDIFF UNIVERSITY,RESEARCH GRANT,2018,WALES,30160815.0
CARDIFF UNIVERSITY,TRAINING GRANT,2011,WALES,14852622.0
CARDIFF UNIVERSITY,TRAINING GRANT,2014,WALES,4996620.0
CARDIFF UNIVERSITY,TRAINING GRANT,2015,WALES,2179991.0
CARDIFF UNIVERSITY,TRAINING GRANT,2016,WALES,2157662.0
CARDIFF UNIVERSITY,TRAINING GRANT,2017,WALES,6648018.0
CARDIFF UNIVERSITY,TRAINING GRANT,2018,WALES,4935381.0
CARE CITY,CRD,2018,UNKNOWN,1397367.0
CARE QUALITY COMMISSION,CRD,2018,UNKNOWN,494703.0
CAREWHERE LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,421548.0
CARGILL PLC,COLLABORATIVE R&D,2016,SOUTH EAST,307358.0
CARNAUDMETALBOX ENGINEERING LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1828390.0
CARR REINFORCEMENTS LIMITED,EU-FUNDED,2017,NORTH WEST,332622.0
CASCADE TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,324490.0
CASCADE TECHNOLOGIES LIMITED,FEASIBILITY STUDIES,2017,SCOTLAND,258347.0
CASTALUM LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,832335.0
CAUSEWAY THERAPEUTICS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1442299.0
CAV ADVANCED TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2016,NORTH EAST,1158272.0
CAV ADVANCED TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2017,NORTH EAST,817403.0
CAVENDISH NUCLEAR LIMITED,SMALL BUSINESS RESEARCH INITIATIVE,2018,LONDON,1398328.0
CCM RESEARCH LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,452946.0
CCM RESEARCH LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,576024.0
CDO2 LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,382845.0
CELL AND GENE THERAPY CATAPULT,CENTRES,2017,UNKNOWN,12000000.0
CELL AND GENE THERAPY CATAPULT,COLLABORATIVE R&D,2018,UNKNOWN,2999198.0
CELL GUIDANCE SYSTEMS LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,213622.0
CELL GUIDANCE SYSTEMS LIMITED,EU-FUNDED,2017,EAST OF ENGLAND,177436.0
CELL MEDICA LIMITED,COLLABORATIVE R&D,2017,LONDON,1999652.0
CELL THERAPY CATAPULT LIMITED,CRD,2018,SOUTH WEST,74700000.0
CELLESCE LIMITED,FEASIBILITY STUDIES,2018,LONDON,413965.0
CELLUCOMP LIMITED,COLLABORATIVE R&D,2016,SCOTLAND,655621.0
CELLULAR SYSTEMS (GRANTHAM) LIMITED,FEASIBILITY STUDIES,2018,EAST MIDLANDS,75993.0
CELLULAR THERAPEUTICS LTD,COLLABORATIVE R&D,2017,NORTH WEST,817769.0
CELLULAR THERAPEUTICS LTD,FEASIBILITY STUDIES,2017,NORTH WEST,188783.0
CELLULAR THERAPEUTICS LTD,FEASIBILITY STUDIES,2018,NORTH WEST,67034.0
CEMEX UK OPERATIONS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,290075.0
CENERGIST LIMITED,COLLABORATIVE R&D,2017,NORTH EAST,314142.0
CENSO BIOTECHNOLOGIES LTD,COLLABORATIVE R&D,2017,SCOTLAND,834609.0
CENSO BIOTECHNOLOGIES LTD,FEASIBILITY STUDIES,2018,SCOTLAND,69242.0
CENTAURI THERAPEUTICS LIMITED,COLLABORATIVE R&D,2017,LONDON,945039.0
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH GRANT,2013,EAST OF ENGLAND,1171890.0
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH GRANT,2014,EAST OF ENGLAND,581489.0
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH GRANT,2017,EAST OF ENGLAND,203259.0
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH GRANT,2018,EAST OF ENGLAND,274343.0
CENTRE FOR INNOVATION EXCELLENCE IN LIVESTOCK,COLLABORATIVE R&D,2017,UNKNOWN,610000.0
CENTRE FOR PROCESS INNOVATION LIMITED,CENTRES,2018,NORTH EAST,13000000.0
CENTRE FOR PROCESS INNOVATION LIMITED,COLLABORATIVE R&D,2015,NORTH EAST,1053790.0
CENTRE FOR PROCESS INNOVATION LIMITED,COLLABORATIVE R&D,2016,NORTH EAST,427977.0
CENTRE FOR PROCESS INNOVATION LIMITED,COLLABORATIVE R&D,2017,NORTH EAST,817242.0
CERES POWER LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,772292.0
CERES POWER LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,816950.0
CERYX MEDICAL LIMITED,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,104160.0
CFMS SERVICES LIMITED,COLLABORATIVE R&D,2016,SOUTH WEST,2110008.0
CGA SIMULATION LIMITED,COLLABORATIVE R&D,2018,NORTH WEST,746318.0
CHAIN BIOTECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,553921.0
CHAIN BIOTECHNOLOGY LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,69976.0
CHAPMAN VENTILATION LIMITED,EU-FUNDED,2017,EAST OF ENGLAND,117620.0
CHELSEA TECHNOLOGIES GROUP LTD,FEASIBILITY STUDIES,2018,SOUTH EAST,74043.0
CHERRY VALLEY FARMS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,658743.0
CHIARO TECHNOLOGY LIMITED,FEASIBILITY STUDIES,2017,LONDON,419682.0
CHROMACITY LIMITED,COLLABORATIVE R&D,2018,SCOTLAND,213421.0
CHROMITION LIMITED,COLLABORATIVE R&D,2017,NORTH WEST,378650.0
CHROMOSOL LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,104674.0
CHRONOS TECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,SOUTH WEST,366370.0
CHRONOS TECHNOLOGY LIMITED,COLLABORATIVE R&D,2018,SOUTH WEST,194829.0
CHRONOS TECHNOLOGY LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,339789.0
CHRONOS THERAPEUTICS LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,599596.0
CIELIVESTOCK LIMITED,COLLABORATIVE R&D,2016,YORKSHIRE AND THE HUMBER,29126876.0
CIELIVESTOCK LIMITED,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,276587.0
CIEVERT LTD,FEASIBILITY STUDIES,2018,UNKNOWN,52016.0
CIP TECHNOLOGY LTD,COLLABORATIVE R&D,2018,UNKNOWN,244061.0
CIPHER SURGICAL LIMITED,FEASIBILITY STUDIES,2017,SCOTLAND,244344.0
CIRAD,RESEARCH GRANT,2015,OUTSIDE UK,151872.0
CISCO INTERNATIONAL LIMITED,COLLABORATIVE R&D,2017,WALES,983921.0
CISCO INTERNATIONAL LIMITED,COLLABORATIVE R&D,2018,WALES,4675582.0
CITI LOGIK LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,451589.0
CITY SCIENCE CORPORATION LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,700866.0
CITY SCIENCE CORPORATION LIMITED,CRD,2018,UNKNOWN,596442.0
CITY UNIVERSITY LONDON,COLLABORATIVE R&D,2017,LONDON,849396.0
CITY UNIVERSITY LONDON,CRD,2018,LONDON,594523.0
CITY UNIVERSITY LONDON,RESEARCH GRANT,2015,LONDON,416390.0
CITY UNIVERSITY LONDON,RESEARCH GRANT,2016,LONDON,2326341.0
CITY UNIVERSITY LONDON,RESEARCH GRANT,2017,LONDON,3065037.0
CITY UNIVERSITY LONDON,RESEARCH GRANT,2018,LONDON,500336.0
CITY UNIVERSITY LONDON,TRAINING GRANT,2011,LONDON,85141.0
CITY UNIVERSITY LONDON,TRAINING GRANT,2015,LONDON,75418.0
CITY UNIVERSITY LONDON,TRAINING GRANT,2018,LONDON,641985.0
CIVIL AVIATION AUTHORITY,CRD,2018,UNKNOWN,984007.0
CJR PROPULSION LIMITED,COLLABORATIVE R&D,2014,SOUTH EAST,294510.0
CLARITY BIOSOLUTIONS LIMITED,COLLABORATIVE R&D,2018,SOUTH WEST,406267.0
CLARITY BIOSOLUTIONS LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,84437.0
CLARITY BIOSOLUTIONS LIMITED,FEASIBILITY STUDIES,2018,SOUTH WEST,294544.0
CLEVER SWEETS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69467.0
CLINICAGENO LIMITED,EU-FUNDED,2015,SOUTH EAST,287068.0
CLOUD MADE LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,167358.0
CLOUDNC LTD,COLLABORATIVE R&D,2018,LONDON,488148.0
CN BIO INNOVATIONS LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,341988.0
CNG FUELS LTD,COLLABORATIVE R&D,2017,WEST MIDLANDS,1959841.0
CNH INDUSTRIAL N.V.,COLLABORATIVE R&D,2017,UNKNOWN,9090066.0
CNR SERVICES INTERNATIONAL LIMITED,FEASIBILITY STUDIES,2018,EAST MIDLANDS,69038.0
CNRS - DELEGATION MIDI-PYRENEES,RESEARCH GRANT,2015,OUTSIDE UK,172282.0
CO2I LTD,FEASIBILITY STUDIES,2017,SOUTH EAST,271718.0
COBRA BIOLOGICS LIMITED,COLLABORATIVE R&D,2016,WEST MIDLANDS,1403616.0
COBRA BIOLOGICS LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,1906751.0
COBRA BIOLOGICS LIMITED,FEASIBILITY STUDIES,2018,WEST MIDLANDS,59849.0
COCONTROL LTD,FEASIBILITY STUDIES,2018,LONDON,68521.0
COG-NEURO SPEECH THERAPY LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,55535.0
COGNITIV+ LTD,COLLABORATIVE R&D,2018,LONDON,404395.0
COGNIZANT BUSINESS SERVICES UK LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,125009.0
COHESION MEDICAL LTD.,CRD,2018,UNKNOWN,139743.0
COLDQUANTA UK LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,180382.0
COLIN MEAR ENGINEERING LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,106460.0
COMPACT CRYOGENICS,COLLABORATIVE R&D,2018,UNKNOWN,91908.0
COMPASS OPTICS LIMITED,LAUNCHPAD,2017,WALES,39125.0
COMPOSITES EVOLUTION LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,373108.0
COMPOSITES EVOLUTION LIMITED,FEASIBILITY STUDIES,2018,EAST MIDLANDS,150088.0
COMPOUND SEMICONDUCTOR CENTRE LIMITED,COLLABORATIVE R&D,2017,WALES,1139343.0
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,1002782.0
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,COLLABORATIVE R&D,2018,SCOTLAND,732893.0
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,EU-FUNDED,2017,SCOTLAND,272558.0
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,FEASIBILITY STUDIES,2017,SCOTLAND,387897.0
CONGENICA LTD,FEASIBILITY STUDIES,2018,EAST MIDLANDS,407013.0
CONNECTED DIGITAL ECONOMY CATAPULT,RESEARCH GRANT,2018,LONDON,910755.0
CONSTELLIUM UK LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,1928201.0
CONTAMAC LIMITED,COLLABORATIVE R&D,2016,EAST OF ENGLAND,389640.0
CORPORATE RISK ASSOCIATES LIMITED,FEASIBILITY STUDIES,2018,LONDON,69858.0
CORPORATION POP LTD,COLLABORATIVE R&D,2018,NORTH WEST,467359.0
CORROSION RADAR LIMITED,CRD,2018,EAST OF ENGLAND,252522.0
CORROSION RADAR LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,180788.0
CORTEXICA VISION SYSTEMS LIMITED,FEASIBILITY STUDIES,2018,LONDON,679251.0
CORTIRIO LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,147164.0
COSTAIN LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,389039.0
COSWORTH LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,461632.0
COUNCIL FOR SCI AND INDUSTRIAL RES,RESEARCH GRANT,2015,OUTSIDE UK,224491.0
COVENTRY CITY COUNCIL,COLLABORATIVE R&D,2017,WEST MIDLANDS,79200000.0
COVENTRY UNIVERSITY,COLLABORATIVE R&D,2018,WEST MIDLANDS,305554.0
COVENTRY UNIVERSITY,CRD,2018,WEST MIDLANDS,176264.0
COVENTRY UNIVERSITY,EU-FUNDED,2015,WEST MIDLANDS,6953160.0
COVENTRY UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,WEST MIDLANDS,209514.0
COVENTRY UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,WEST MIDLANDS,529993.0
COVENTRY UNIVERSITY,RESEARCH GRANT,2013,WEST MIDLANDS,669208.0
COVENTRY UNIVERSITY,RESEARCH GRANT,2016,WEST MIDLANDS,257772.0
COVENTRY UNIVERSITY,RESEARCH GRANT,2017,WEST MIDLANDS,1744173.0
COVENTRY UNIVERSITY,RESEARCH GRANT,2018,WEST MIDLANDS,1024419.0
COVERIS FLEXIBLES (GAINSBOROUGH) UK LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,594895.0
CRAFT PROSPECT LTD,COLLABORATIVE R&D,2018,UNKNOWN,52372.0
