LeadROName,ProjectCategory,year,Region,AwardPounds
UNIVERSITY OF DERBY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST MIDLANDS,406163.0
UNIVERSITY OF DERBY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST MIDLANDS,94530.0
UNIVERSITY OF DERBY,RESEARCH GRANT,2017,EAST MIDLANDS,13823.0
UNIVERSITY OF DERBY,RESEARCH GRANT,2018,EAST MIDLANDS,76275.0
UNIVERSITY OF DUNDEE,FELLOWSHIP,2014,SCOTLAND,2451732.0
UNIVERSITY OF DUNDEE,FELLOWSHIP,2018,SCOTLAND,1264238.0
UNIVERSITY OF DUNDEE,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SCOTLAND,130822.0
UNIVERSITY OF DUNDEE,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SCOTLAND,209893.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2012,SCOTLAND,396996.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2013,SCOTLAND,4032595.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2014,SCOTLAND,2767133.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2015,SCOTLAND,3563438.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2016,SCOTLAND,10373334.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2017,SCOTLAND,9452383.0
UNIVERSITY OF DUNDEE,RESEARCH GRANT,2018,SCOTLAND,8531642.0
UNIVERSITY OF DUNDEE,TRAINING GRANT,2015,SCOTLAND,884246.0
UNIVERSITY OF DUNDEE,TRAINING GRANT,2016,SCOTLAND,959695.0
UNIVERSITY OF DUNDEE,TRAINING GRANT,2017,SCOTLAND,180536.0
UNIVERSITY OF DUNDEE,TRAINING GRANT,2018,SCOTLAND,488042.0
UNIVERSITY OF EAST ANGLIA,FELLOWSHIP,2016,EAST OF ENGLAND,854341.0
UNIVERSITY OF EAST ANGLIA,FELLOWSHIP,2017,EAST OF ENGLAND,216725.0
UNIVERSITY OF EAST ANGLIA,FELLOWSHIP,2018,EAST OF ENGLAND,1250374.0
UNIVERSITY OF EAST ANGLIA,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST OF ENGLAND,82452.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2011,EAST OF ENGLAND,1030549.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2012,EAST OF ENGLAND,1361263.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2014,EAST OF ENGLAND,1135712.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2015,EAST OF ENGLAND,5087144.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2016,EAST OF ENGLAND,7750617.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2017,EAST OF ENGLAND,12480669.0
UNIVERSITY OF EAST ANGLIA,RESEARCH GRANT,2018,EAST OF ENGLAND,12038020.0
UNIVERSITY OF EAST ANGLIA,TRAINING GRANT,2013,EAST OF ENGLAND,93520.0
UNIVERSITY OF EAST ANGLIA,TRAINING GRANT,2014,EAST OF ENGLAND,5673224.0
UNIVERSITY OF EAST ANGLIA,TRAINING GRANT,2015,EAST OF ENGLAND,838939.0
UNIVERSITY OF EAST ANGLIA,TRAINING GRANT,2017,EAST OF ENGLAND,196424.0
UNIVERSITY OF EAST ANGLIA,TRAINING GRANT,2018,EAST OF ENGLAND,183883.0
UNIVERSITY OF EAST LONDON,KNOWLEDGE TRANSFER PARTNERSHIP,2018,LONDON,247629.0
UNIVERSITY OF EAST LONDON,RESEARCH GRANT,2016,LONDON,148692.0
UNIVERSITY OF EAST LONDON,RESEARCH GRANT,2018,LONDON,73082.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2012,SCOTLAND,2752383.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2013,SCOTLAND,1118416.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2014,SCOTLAND,3594392.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2015,SCOTLAND,7092882.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2016,SCOTLAND,8791054.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2017,SCOTLAND,5866861.0
UNIVERSITY OF EDINBURGH,FELLOWSHIP,2018,SCOTLAND,17372027.0
UNIVERSITY OF EDINBURGH,KNOWLEDGE TRANSFER PARTNERSHIP,2015,SCOTLAND,153327.0
UNIVERSITY OF EDINBURGH,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SCOTLAND,167502.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2012,SCOTLAND,2197060.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2013,SCOTLAND,38816091.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2014,SCOTLAND,25069369.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2015,SCOTLAND,36902180.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2016,SCOTLAND,53103341.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2017,SCOTLAND,46399315.0
UNIVERSITY OF EDINBURGH,RESEARCH GRANT,2018,SCOTLAND,76832248.0
UNIVERSITY OF EDINBURGH,TRAINING GRANT,2011,SCOTLAND,33776988.0
UNIVERSITY OF EDINBURGH,TRAINING GRANT,2014,SCOTLAND,30783881.0
UNIVERSITY OF EDINBURGH,TRAINING GRANT,2015,SCOTLAND,13069752.0
UNIVERSITY OF EDINBURGH,TRAINING GRANT,2016,SCOTLAND,6542568.0
UNIVERSITY OF EDINBURGH,TRAINING GRANT,2017,SCOTLAND,11711790.0
UNIVERSITY OF EDINBURGH,TRAINING GRANT,2018,SCOTLAND,8557192.0
UNIVERSITY OF ESSEX,CRD,2018,EAST OF ENGLAND,559131.0
UNIVERSITY OF ESSEX,FELLOWSHIP,2018,EAST OF ENGLAND,484766.0
UNIVERSITY OF ESSEX,KNOWLEDGE TRANSFER PARTNERSHIP,2015,EAST OF ENGLAND,205426.0
UNIVERSITY OF ESSEX,KNOWLEDGE TRANSFER PARTNERSHIP,2016,EAST OF ENGLAND,227491.0
UNIVERSITY OF ESSEX,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST OF ENGLAND,861095.0
UNIVERSITY OF ESSEX,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST OF ENGLAND,1067401.0
UNIVERSITY OF ESSEX,RESEARCH GRANT,2013,EAST OF ENGLAND,36744646.0
UNIVERSITY OF ESSEX,RESEARCH GRANT,2014,EAST OF ENGLAND,10645974.0
UNIVERSITY OF ESSEX,RESEARCH GRANT,2015,EAST OF ENGLAND,9131520.0
UNIVERSITY OF ESSEX,RESEARCH GRANT,2016,EAST OF ENGLAND,34048124.0
UNIVERSITY OF ESSEX,RESEARCH GRANT,2017,EAST OF ENGLAND,21898625.0
UNIVERSITY OF ESSEX,RESEARCH GRANT,2018,EAST OF ENGLAND,19781455.0
UNIVERSITY OF ESSEX,TRAINING GRANT,2011,EAST OF ENGLAND,7818803.0
UNIVERSITY OF ESSEX,TRAINING GRANT,2015,EAST OF ENGLAND,190084.0
UNIVERSITY OF ESSEX,TRAINING GRANT,2016,EAST OF ENGLAND,96696.0
UNIVERSITY OF ESSEX,TRAINING GRANT,2017,EAST OF ENGLAND,4720718.0
UNIVERSITY OF ESSEX,TRAINING GRANT,2018,EAST OF ENGLAND,181836.0
UNIVERSITY OF EXETER,COLLABORATIVE R&D,2017,SOUTH WEST,774716.0
UNIVERSITY OF EXETER,CRD,2018,SOUTH WEST,118309.0
UNIVERSITY OF EXETER,FELLOWSHIP,2013,SOUTH WEST,1540015.0
UNIVERSITY OF EXETER,FELLOWSHIP,2014,SOUTH WEST,2093514.0
UNIVERSITY OF EXETER,FELLOWSHIP,2015,SOUTH WEST,936294.0
UNIVERSITY OF EXETER,FELLOWSHIP,2016,SOUTH WEST,3642410.0
UNIVERSITY OF EXETER,FELLOWSHIP,2017,SOUTH WEST,3939103.0
UNIVERSITY OF EXETER,FELLOWSHIP,2018,SOUTH WEST,9374751.0
UNIVERSITY OF EXETER,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH WEST,392836.0
UNIVERSITY OF EXETER,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH WEST,279708.0
UNIVERSITY OF EXETER,OTHER GRANT,2017,SOUTH WEST,296212.0
UNIVERSITY OF EXETER,RESEARCH GRANT,2013,SOUTH WEST,2610603.0
UNIVERSITY OF EXETER,RESEARCH GRANT,2014,SOUTH WEST,5329221.0
UNIVERSITY OF EXETER,RESEARCH GRANT,2015,SOUTH WEST,17167998.0
UNIVERSITY OF EXETER,RESEARCH GRANT,2016,SOUTH WEST,25859964.0
UNIVERSITY OF EXETER,RESEARCH GRANT,2017,SOUTH WEST,33772040.0
UNIVERSITY OF EXETER,RESEARCH GRANT,2018,SOUTH WEST,31043178.0
UNIVERSITY OF EXETER,TRAINING GRANT,2013,SOUTH WEST,449953.0
UNIVERSITY OF EXETER,TRAINING GRANT,2014,SOUTH WEST,11474686.0
UNIVERSITY OF EXETER,TRAINING GRANT,2015,SOUTH WEST,1883763.0
UNIVERSITY OF EXETER,TRAINING GRANT,2016,SOUTH WEST,1848642.0
UNIVERSITY OF EXETER,TRAINING GRANT,2017,SOUTH WEST,993307.0
UNIVERSITY OF EXETER,TRAINING GRANT,2018,SOUTH WEST,3240770.0
UNIVERSITY OF GENEVA,RESEARCH GRANT,2016,OUTSIDE UK,318780.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2012,SCOTLAND,532673.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2013,SCOTLAND,2585139.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2014,SCOTLAND,425506.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2015,SCOTLAND,1634461.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2016,SCOTLAND,2993434.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2017,SCOTLAND,2716095.0
UNIVERSITY OF GLASGOW,FELLOWSHIP,2018,SCOTLAND,6991706.0
UNIVERSITY OF GLASGOW,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SCOTLAND,126471.0
UNIVERSITY OF GLASGOW,OTHER GRANT,2015,SCOTLAND,333823.0
UNIVERSITY OF GLASGOW,OTHER GRANT,2017,SCOTLAND,344461.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2011,SCOTLAND,7912983.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2012,SCOTLAND,397592.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2013,SCOTLAND,15565448.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2014,SCOTLAND,49335240.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2015,SCOTLAND,24792258.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2016,SCOTLAND,37110702.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2017,SCOTLAND,50591585.0
UNIVERSITY OF GLASGOW,RESEARCH GRANT,2018,SCOTLAND,55040600.0
UNIVERSITY OF GLASGOW,TRAINING GRANT,2014,SCOTLAND,8679666.0
UNIVERSITY OF GLASGOW,TRAINING GRANT,2015,SCOTLAND,6368520.0
UNIVERSITY OF GLASGOW,TRAINING GRANT,2016,SCOTLAND,6613176.0
UNIVERSITY OF GLASGOW,TRAINING GRANT,2017,SCOTLAND,2116644.0
UNIVERSITY OF GLASGOW,TRAINING GRANT,2018,SCOTLAND,7569089.0
UNIVERSITY OF GREENWICH,KNOWLEDGE TRANSFER PARTNERSHIP,2016,LONDON,142913.0
UNIVERSITY OF GREENWICH,KNOWLEDGE TRANSFER PARTNERSHIP,2018,LONDON,105322.0
UNIVERSITY OF GREENWICH,RESEARCH GRANT,2014,LONDON,694897.0
UNIVERSITY OF GREENWICH,RESEARCH GRANT,2016,LONDON,1366827.0
UNIVERSITY OF GREENWICH,RESEARCH GRANT,2017,LONDON,1205901.0
UNIVERSITY OF GREENWICH,RESEARCH GRANT,2018,LONDON,1636578.0
UNIVERSITY OF GREENWICH,TRAINING GRANT,2013,LONDON,68648.0
UNIVERSITY OF GREENWICH,TRAINING GRANT,2017,LONDON,88508.0
UNIVERSITY OF HERTFORDSHIRE,CRD,2018,EAST OF ENGLAND,92689.0
UNIVERSITY OF HERTFORDSHIRE,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,14032.0
UNIVERSITY OF HERTFORDSHIRE,FELLOWSHIP,2018,EAST OF ENGLAND,290772.0
UNIVERSITY OF HERTFORDSHIRE,KNOWLEDGE TRANSFER PARTNERSHIP,2016,EAST OF ENGLAND,109286.0
UNIVERSITY OF HERTFORDSHIRE,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST OF ENGLAND,350268.0
UNIVERSITY OF HERTFORDSHIRE,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST OF ENGLAND,444731.0
UNIVERSITY OF HERTFORDSHIRE,RESEARCH GRANT,2015,EAST OF ENGLAND,2468755.0
UNIVERSITY OF HERTFORDSHIRE,RESEARCH GRANT,2016,EAST OF ENGLAND,3292613.0
UNIVERSITY OF HERTFORDSHIRE,RESEARCH GRANT,2017,EAST OF ENGLAND,1250032.0
UNIVERSITY OF HERTFORDSHIRE,RESEARCH GRANT,2018,EAST OF ENGLAND,2627363.0
UNIVERSITY OF HERTFORDSHIRE,TRAINING GRANT,2014,EAST OF ENGLAND,212601.0
UNIVERSITY OF HERTFORDSHIRE,TRAINING GRANT,2015,EAST OF ENGLAND,456317.0
UNIVERSITY OF HERTFORDSHIRE,TRAINING GRANT,2017,EAST OF ENGLAND,223617.0
UNIVERSITY OF HERTFORDSHIRE,TRAINING GRANT,2018,EAST OF ENGLAND,225996.0
UNIVERSITY OF HUDDERSFIELD,CRD,2018,YORKSHIRE AND THE HUMBER,166109.0
UNIVERSITY OF HUDDERSFIELD,FELLOWSHIP,2013,YORKSHIRE AND THE HUMBER,914012.0
UNIVERSITY OF HUDDERSFIELD,FELLOWSHIP,2018,YORKSHIRE AND THE HUMBER,1180673.0
UNIVERSITY OF HUDDERSFIELD,KNOWLEDGE TRANSFER PARTNERSHIP,2015,YORKSHIRE AND THE HUMBER,121596.0
UNIVERSITY OF HUDDERSFIELD,KNOWLEDGE TRANSFER PARTNERSHIP,2017,YORKSHIRE AND THE HUMBER,501002.0
UNIVERSITY OF HUDDERSFIELD,KNOWLEDGE TRANSFER PARTNERSHIP,2018,YORKSHIRE AND THE HUMBER,588240.0
UNIVERSITY OF HUDDERSFIELD,RESEARCH GRANT,2015,YORKSHIRE AND THE HUMBER,1794140.0
UNIVERSITY OF HUDDERSFIELD,RESEARCH GRANT,2016,YORKSHIRE AND THE HUMBER,510025.0
UNIVERSITY OF HUDDERSFIELD,RESEARCH GRANT,2017,YORKSHIRE AND THE HUMBER,14610076.0
UNIVERSITY OF HUDDERSFIELD,RESEARCH GRANT,2018,YORKSHIRE AND THE HUMBER,1750184.0
UNIVERSITY OF HUDDERSFIELD,TRAINING GRANT,2015,YORKSHIRE AND THE HUMBER,90000.0
UNIVERSITY OF HUDDERSFIELD,TRAINING GRANT,2016,YORKSHIRE AND THE HUMBER,553518.0
UNIVERSITY OF HUDDERSFIELD,TRAINING GRANT,2017,YORKSHIRE AND THE HUMBER,105997.0
UNIVERSITY OF HUDDERSFIELD,TRAINING GRANT,2018,YORKSHIRE AND THE HUMBER,1863329.0
UNIVERSITY OF HULL,FELLOWSHIP,2013,YORKSHIRE AND THE HUMBER,595596.0
UNIVERSITY OF HULL,KNOWLEDGE TRANSFER PARTNERSHIP,2017,YORKSHIRE AND THE HUMBER,121944.0
UNIVERSITY OF HULL,KNOWLEDGE TRANSFER PARTNERSHIP,2018,YORKSHIRE AND THE HUMBER,61348.0
UNIVERSITY OF HULL,RESEARCH GRANT,2013,YORKSHIRE AND THE HUMBER,241187.0
UNIVERSITY OF HULL,RESEARCH GRANT,2014,YORKSHIRE AND THE HUMBER,774882.0
UNIVERSITY OF HULL,RESEARCH GRANT,2015,YORKSHIRE AND THE HUMBER,373429.0
UNIVERSITY OF HULL,RESEARCH GRANT,2016,YORKSHIRE AND THE HUMBER,393907.0
UNIVERSITY OF HULL,RESEARCH GRANT,2017,YORKSHIRE AND THE HUMBER,1304236.0
UNIVERSITY OF HULL,RESEARCH GRANT,2018,YORKSHIRE AND THE HUMBER,1750143.0
UNIVERSITY OF HULL,TRAINING GRANT,2016,YORKSHIRE AND THE HUMBER,80670.0
UNIVERSITY OF KENT,FELLOWSHIP,2014,SOUTH EAST,687886.0
UNIVERSITY OF KENT,FELLOWSHIP,2015,SOUTH EAST,1297485.0
UNIVERSITY OF KENT,FELLOWSHIP,2016,SOUTH EAST,342440.0
UNIVERSITY OF KENT,FELLOWSHIP,2018,SOUTH EAST,294646.0
UNIVERSITY OF KENT,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SOUTH EAST,153961.0
UNIVERSITY OF KENT,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,109420.0
UNIVERSITY OF KENT,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH EAST,395914.0
UNIVERSITY OF KENT,RESEARCH GRANT,2013,SOUTH EAST,911083.0
UNIVERSITY OF KENT,RESEARCH GRANT,2014,SOUTH EAST,5562511.0
UNIVERSITY OF KENT,RESEARCH GRANT,2015,SOUTH EAST,1905553.0
UNIVERSITY OF KENT,RESEARCH GRANT,2016,SOUTH EAST,5872311.0
UNIVERSITY OF KENT,RESEARCH GRANT,2017,SOUTH EAST,12249808.0
UNIVERSITY OF KENT,RESEARCH GRANT,2018,SOUTH EAST,8449058.0
UNIVERSITY OF KENT,TRAINING GRANT,2014,SOUTH EAST,365355.0
UNIVERSITY OF KENT,TRAINING GRANT,2015,SOUTH EAST,1059271.0
UNIVERSITY OF KENT,TRAINING GRANT,2017,SOUTH EAST,74539.0
UNIVERSITY OF KENT,TRAINING GRANT,2018,SOUTH EAST,1028833.0
UNIVERSITY OF KWAZULU-NATAL,RESEARCH GRANT,2015,OUTSIDE UK,208763.0
UNIVERSITY OF LEEDS,FELLOWSHIP,2013,YORKSHIRE AND THE HUMBER,1013147.0
UNIVERSITY OF LEEDS,FELLOWSHIP,2014,YORKSHIRE AND THE HUMBER,1546575.0
UNIVERSITY OF LEEDS,FELLOWSHIP,2015,YORKSHIRE AND THE HUMBER,2408702.0
UNIVERSITY OF LEEDS,FELLOWSHIP,2016,YORKSHIRE AND THE HUMBER,6687537.0
UNIVERSITY OF LEEDS,FELLOWSHIP,2017,YORKSHIRE AND THE HUMBER,2014322.0
UNIVERSITY OF LEEDS,FELLOWSHIP,2018,YORKSHIRE AND THE HUMBER,11289415.0
UNIVERSITY OF LEEDS,KNOWLEDGE TRANSFER PARTNERSHIP,2016,YORKSHIRE AND THE HUMBER,141419.0
UNIVERSITY OF LEEDS,KNOWLEDGE TRANSFER PARTNERSHIP,2017,YORKSHIRE AND THE HUMBER,372183.0
UNIVERSITY OF LEEDS,OTHER GRANT,2014,YORKSHIRE AND THE HUMBER,2028767.0
UNIVERSITY OF LEEDS,OTHER GRANT,2017,YORKSHIRE AND THE HUMBER,7199996.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2012,YORKSHIRE AND THE HUMBER,5597800.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2013,YORKSHIRE AND THE HUMBER,10665620.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2014,YORKSHIRE AND THE HUMBER,23258235.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2015,YORKSHIRE AND THE HUMBER,26596114.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2016,YORKSHIRE AND THE HUMBER,49372158.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2017,YORKSHIRE AND THE HUMBER,79710621.0
UNIVERSITY OF LEEDS,RESEARCH GRANT,2018,YORKSHIRE AND THE HUMBER,71244801.0
UNIVERSITY OF LEEDS,TRAINING GRANT,2014,YORKSHIRE AND THE HUMBER,25709179.0
UNIVERSITY OF LEEDS,TRAINING GRANT,2015,YORKSHIRE AND THE HUMBER,15074920.0
UNIVERSITY OF LEEDS,TRAINING GRANT,2016,YORKSHIRE AND THE HUMBER,4665628.0
UNIVERSITY OF LEEDS,TRAINING GRANT,2017,YORKSHIRE AND THE HUMBER,4458318.0
UNIVERSITY OF LEEDS,TRAINING GRANT,2018,YORKSHIRE AND THE HUMBER,7718135.0
UNIVERSITY OF LEICESTER,FELLOWSHIP,2012,EAST MIDLANDS,2055742.0
UNIVERSITY OF LEICESTER,FELLOWSHIP,2015,EAST MIDLANDS,467746.0
UNIVERSITY OF LEICESTER,FELLOWSHIP,2016,EAST MIDLANDS,510543.0
UNIVERSITY OF LEICESTER,FELLOWSHIP,2017,EAST MIDLANDS,1467173.0
UNIVERSITY OF LEICESTER,FELLOWSHIP,2018,EAST MIDLANDS,1156408.0
UNIVERSITY OF LEICESTER,KNOWLEDGE TRANSFER PARTNERSHIP,2015,EAST MIDLANDS,148865.0
UNIVERSITY OF LEICESTER,KNOWLEDGE TRANSFER PARTNERSHIP,2016,EAST MIDLANDS,75505.0
UNIVERSITY OF LEICESTER,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST MIDLANDS,472973.0
UNIVERSITY OF LEICESTER,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST MIDLANDS,164702.0
UNIVERSITY OF LEICESTER,RESEARCH GRANT,2013,EAST MIDLANDS,822481.0
UNIVERSITY OF LEICESTER,RESEARCH GRANT,2014,EAST MIDLANDS,761459.0
UNIVERSITY OF LEICESTER,RESEARCH GRANT,2015,EAST MIDLANDS,9096866.0
UNIVERSITY OF LEICESTER,RESEARCH GRANT,2016,EAST MIDLANDS,11336855.0
UNIVERSITY OF LEICESTER,RESEARCH GRANT,2017,EAST MIDLANDS,12806974.0
UNIVERSITY OF LEICESTER,RESEARCH GRANT,2018,EAST MIDLANDS,20876768.0
UNIVERSITY OF LEICESTER,TRAINING GRANT,2014,EAST MIDLANDS,3191663.0
UNIVERSITY OF LEICESTER,TRAINING GRANT,2015,EAST MIDLANDS,2364580.0
UNIVERSITY OF LEICESTER,TRAINING GRANT,2016,EAST MIDLANDS,193392.0
UNIVERSITY OF LEICESTER,TRAINING GRANT,2017,EAST MIDLANDS,1077754.0
UNIVERSITY OF LEICESTER,TRAINING GRANT,2018,EAST MIDLANDS,1661390.0
UNIVERSITY OF LINCOLN,KNOWLEDGE TRANSFER PARTNERSHIP,2016,EAST MIDLANDS,73200.0
UNIVERSITY OF LINCOLN,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST MIDLANDS,493410.0
UNIVERSITY OF LINCOLN,RESEARCH GRANT,2016,EAST MIDLANDS,2483531.0
UNIVERSITY OF LINCOLN,RESEARCH GRANT,2017,EAST MIDLANDS,183967.0
UNIVERSITY OF LINCOLN,RESEARCH GRANT,2018,EAST MIDLANDS,5163437.0
UNIVERSITY OF LIVERPOOL,FELLOWSHIP,2013,NORTH WEST,985447.0
UNIVERSITY OF LIVERPOOL,FELLOWSHIP,2014,NORTH WEST,1232980.0
UNIVERSITY OF LIVERPOOL,FELLOWSHIP,2015,NORTH WEST,1328296.0
UNIVERSITY OF LIVERPOOL,FELLOWSHIP,2016,NORTH WEST,1243650.0
UNIVERSITY OF LIVERPOOL,FELLOWSHIP,2017,NORTH WEST,2725752.0
UNIVERSITY OF LIVERPOOL,FELLOWSHIP,2018,NORTH WEST,4909281.0
UNIVERSITY OF LIVERPOOL,KNOWLEDGE TRANSFER PARTNERSHIP,2016,NORTH WEST,233857.0
UNIVERSITY OF LIVERPOOL,KNOWLEDGE TRANSFER PARTNERSHIP,2017,NORTH WEST,225510.0
UNIVERSITY OF LIVERPOOL,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH WEST,784509.0
UNIVERSITY OF LIVERPOOL,OTHER GRANT,2012,NORTH WEST,6150850.0
UNIVERSITY OF LIVERPOOL,OTHER GRANT,2016,NORTH WEST,391173.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2012,NORTH WEST,333615.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2013,NORTH WEST,225732.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2014,NORTH WEST,15409009.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2015,NORTH WEST,29311472.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2016,NORTH WEST,21049298.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2017,NORTH WEST,50691850.0
UNIVERSITY OF LIVERPOOL,RESEARCH GRANT,2018,NORTH WEST,31395762.0
UNIVERSITY OF LIVERPOOL,SMALL BUSINESS RESEARCH INITIATIVE,2017,NORTH WEST,4716257.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2011,NORTH WEST,24721145.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2013,NORTH WEST,205944.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2014,NORTH WEST,12320980.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2015,NORTH WEST,4280189.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2016,NORTH WEST,2671409.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2017,NORTH WEST,9750995.0
UNIVERSITY OF LIVERPOOL,TRAINING GRANT,2018,NORTH WEST,4595292.0
UNIVERSITY OF LONDON,RESEARCH GRANT,2013,LONDON,782409.0
UNIVERSITY OF LONDON,RESEARCH GRANT,2016,LONDON,881659.0
UNIVERSITY OF LONDON,RESEARCH GRANT,2017,LONDON,37824.0
UNIVERSITY OF MALAWI,RESEARCH GRANT,2015,OUTSIDE UK,128674.0
UNIVERSITY OF MANCHESTER,FELLOWSHIP,2013,NORTH WEST,3016592.0
UNIVERSITY OF MANCHESTER,FELLOWSHIP,2014,NORTH WEST,4297599.0
UNIVERSITY OF MANCHESTER,FELLOWSHIP,2015,NORTH WEST,7358110.0
UNIVERSITY OF MANCHESTER,FELLOWSHIP,2016,NORTH WEST,8076541.0
UNIVERSITY OF MANCHESTER,FELLOWSHIP,2017,NORTH WEST,8275126.0
UNIVERSITY OF MANCHESTER,FELLOWSHIP,2018,NORTH WEST,3914148.0
UNIVERSITY OF MANCHESTER,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH WEST,250672.0
UNIVERSITY OF MANCHESTER,OTHER GRANT,2016,NORTH WEST,4001951.0
UNIVERSITY OF MANCHESTER,OTHER GRANT,2018,NORTH WEST,169253.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2012,NORTH WEST,12645776.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2013,NORTH WEST,18831228.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2014,NORTH WEST,43911177.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2015,NORTH WEST,41627148.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2016,NORTH WEST,232342206.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2017,NORTH WEST,104744619.0
UNIVERSITY OF MANCHESTER,RESEARCH GRANT,2018,NORTH WEST,54342429.0
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2011,NORTH WEST,2508067.0
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2013,NORTH WEST,1441608.0
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2014,NORTH WEST,33844180.0
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2015,NORTH WEST,13763491.0
