Value,Year,ProviderType,Purpose,ProviderName
521518.58,2014,COMPANY,EDUCATION,CHARNWOOD TRAINING GROUP LIMITED
1079495.48,2014,COMPANY,EDUCATION,CHARNWOOD TRAINING GROUP LIMITED
446179.13,2014,COMPANY,EDUCATION,CHARNWOOD TRAINING GROUP LIMITED
270771.76,2014,COLLEGE,EDUCATION,CHEADLE AND MARPLE SIXTH FORM COLLEGE
332290.84,2014,COLLEGE,EDUCATION,CHEADLE AND MARPLE SIXTH FORM COLLEGE
100238,2014,COLLEGE,EDUCATION,CHEADLE AND MARPLE SIXTH FORM COLLEGE
97893.62,2014,COLLEGE,EDUCATION,CHEADLE AND MARPLE SIXTH FORM COLLEGE
796354.47,2014,COLLEGE,EDUCATION,CHELMSFORD COLLEGE
1363064.95,2014,COLLEGE,EDUCATION,CHELMSFORD COLLEGE
136730.8,2014,COLLEGE,EDUCATION,CHELMSFORD COLLEGE
203780.44,2014,COLLEGE,EDUCATION,CHELMSFORD COLLEGE
3665819.18,2014,COLLEGE,EDUCATION,CHESTERFIELD COLLEGE
6125241.92,2014,COLLEGE,EDUCATION,CHESTERFIELD COLLEGE
368872,2014,COLLEGE,EDUCATION,CHESTERFIELD COLLEGE
3304412.48,2014,COLLEGE,EDUCATION,CHESTERFIELD COLLEGE
200607.37,2014,COMPANY,EDUCATION,CHILDREN'S LINKS
53394.94,2014,COMPANY,EDUCATION,CHILDREN'S LINKS
279.06,2014,COMPANY,EDUCATION,CHILDREN'S LINKS
39434.6,2014,COMPANY,EDUCATION,CHILDREN'S LINKS
1150554.17,2014,COMPANY,EDUCATION,CHILTERN TRAINING LIMITED
332293.74,2014,COMPANY,EDUCATION,CHILTERN TRAINING LIMITED
2560.83,2014,COMPANY,EDUCATION,CHILTERN TRAINING LIMITED
331757.71,2014,COMPANY,EDUCATION,CHILTERN TRAINING LIMITED
25632549.81,2014,COMPANY,EDUCATION,CITB
10871439.32,2014,COMPANY,EDUCATION,CITB
10155226.11,2014,COMPANY,EDUCATION,CITB
224474.44,2014,COLLEGE,EDUCATION,CIRENCESTER COLLEGE
472952.36,2014,COLLEGE,EDUCATION,CIRENCESTER COLLEGE
56241,2014,COLLEGE,EDUCATION,CIRENCESTER COLLEGE
18233,2014,COLLEGE,EDUCATION,CIRENCESTER COLLEGE
102745.36,2014,COLLEGE,EDUCATION,CIRENCESTER COLLEGE
199109.92,2014,COLLEGE,EDUCATION,CITY AND ISLINGTON COLLEGE
12556863.5,2014,COLLEGE,EDUCATION,CITY AND ISLINGTON COLLEGE
2294848.56,2014,COLLEGE,EDUCATION,CITY AND ISLINGTON COLLEGE
227055.34,2014,COLLEGE,EDUCATION,CITY AND ISLINGTON COLLEGE
577646.25,2014,COLLEGE,EDUCATION,CITY COLLEGE BRIGHTON AND HOVE
3366744.19,2014,COLLEGE,EDUCATION,CITY COLLEGE BRIGHTON AND HOVE
255559,2014,COLLEGE,EDUCATION,CITY COLLEGE BRIGHTON AND HOVE
555277,2014,COLLEGE,EDUCATION,CITY COLLEGE BRIGHTON AND HOVE
563613.19,2014,COLLEGE,EDUCATION,CITY COLLEGE BRIGHTON AND HOVE
1084606.28,2014,COLLEGE,EDUCATION,CITY COLLEGE COVENTRY
3180962.44,2014,COLLEGE,EDUCATION,CITY COLLEGE COVENTRY
767603,2014,COLLEGE,EDUCATION,CITY COLLEGE COVENTRY
505704.44,2014,COLLEGE,EDUCATION,CITY COLLEGE COVENTRY
5242109.26,2014,COMPANY,EDUCATION,THE CITY LITERARY INSTITUTE
2053121,2014,COMPANY,EDUCATION,THE CITY LITERARY INSTITUTE
325172.61,2014,COMPANY,EDUCATION,THE CITY LITERARY INSTITUTE
28504.26,2014,COMPANY,EDUCATION,THE CITY LITERARY INSTITUTE
14764.4,2014,COMPANY,EDUCATION,WESTMINSTER CITY COUNCIL
7094959.09,2014,COMPANY,EDUCATION,WESTMINSTER CITY COUNCIL
1542653,2014,COMPANY,EDUCATION,WESTMINSTER CITY COUNCIL
812344.03,2014,COMPANY,EDUCATION,WESTMINSTER CITY COUNCIL
507782.29,2014,COMPANY,EDUCATION,WESTMINSTER CITY COUNCIL
526593.74,2014,COLLEGE,EDUCATION,BATH COLLEGE
2441790.95,2014,COLLEGE,EDUCATION,BATH COLLEGE
327215,2014,COLLEGE,EDUCATION,BATH COLLEGE
284047.7,2014,COLLEGE,EDUCATION,BATH COLLEGE
325645.49,2014,COLLEGE,EDUCATION,BATH COLLEGE
2807074.76,2014,COLLEGE,EDUCATION,CITY OF BRISTOL COLLEGE
8810417.69,2014,COLLEGE,EDUCATION,CITY OF BRISTOL COLLEGE
481020,2014,COLLEGE,EDUCATION,CITY OF BRISTOL COLLEGE
1303147.74,2014,COLLEGE,EDUCATION,CITY OF BRISTOL COLLEGE
1134025.69,2014,COLLEGE,EDUCATION,CITY OF BRISTOL COLLEGE
53162.74,2014,COMPANY,EDUCATION,STOKE-ON-TRENT UNITARY AUTHORITY
168326.67,2014,COMPANY,EDUCATION,STOKE-ON-TRENT UNITARY AUTHORITY
738090,2014,COMPANY,EDUCATION,STOKE-ON-TRENT UNITARY AUTHORITY
24107.41,2014,COMPANY,EDUCATION,STOKE-ON-TRENT UNITARY AUTHORITY
792725.64,2014,COLLEGE,EDUCATION,SUNDERLAND COLLEGE
7651979.65,2014,COLLEGE,EDUCATION,SUNDERLAND COLLEGE
202666,2014,COLLEGE,EDUCATION,SUNDERLAND COLLEGE
700764,2014,COLLEGE,EDUCATION,SUNDERLAND COLLEGE
1168622.54,2014,COLLEGE,EDUCATION,SUNDERLAND COLLEGE
115000.48,2014,COLLEGE,EDUCATION,CITY OF WESTMINSTER COLLEGE
7688584.36,2014,COLLEGE,EDUCATION,CITY OF WESTMINSTER COLLEGE
731397.34,2014,COLLEGE,EDUCATION,CITY OF WESTMINSTER COLLEGE
1786332.11,2014,COLLEGE,EDUCATION,CITY OF WESTMINSTER COLLEGE
106984.77,2014,COMPANY,EDUCATION,CITY OF YORK COUNCIL
500615.89,2014,COMPANY,EDUCATION,CITY OF YORK COUNCIL
547228,2014,COMPANY,EDUCATION,CITY OF YORK COUNCIL
8083,2014,COMPANY,EDUCATION,CITY OF YORK COUNCIL
134402.13,2014,COMPANY,EDUCATION,CITY OF YORK COUNCIL
169886,2014,COLLEGE,EDUCATION,CLEVELAND COLLEGE OF ART AND DESIGN
35383,2014,COLLEGE,EDUCATION,CLEVELAND COLLEGE OF ART AND DESIGN
2762934.28,2014,COMPANY,EDUCATION,COLCHESTER INSTITUTE
4428996.91,2014,COMPANY,EDUCATION,COLCHESTER INSTITUTE
58248,2014,COMPANY,EDUCATION,COLCHESTER INSTITUTE
428127.9,2014,COMPANY,EDUCATION,COLCHESTER INSTITUTE
1176679.91,2014,COMPANY,EDUCATION,COLCHESTER INSTITUTE
213636.72,2014,COLLEGE,EDUCATION,THE COLLEGE OF ANIMAL WELFARE LIMITED
785581.61,2014,COLLEGE,EDUCATION,THE COLLEGE OF ANIMAL WELFARE LIMITED
27682.5,2014,COLLEGE,EDUCATION,THE COLLEGE OF ANIMAL WELFARE LIMITED
400686.61,2014,COLLEGE,EDUCATION,THE COLLEGE OF ANIMAL WELFARE LIMITED
583902.34,2014,COLLEGE,EDUCATION,"COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON, THE"
17680242.92,2014,COLLEGE,EDUCATION,"COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON, THE"
1136457.82,2014,COLLEGE,EDUCATION,"COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON, THE"
1314449.28,2014,COLLEGE,EDUCATION,"COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON, THE"
622801.41,2014,COLLEGE,EDUCATION,"COLLEGE OF NORTH WEST LONDON, THE"
9979112.05,2014,COLLEGE,EDUCATION,"COLLEGE OF NORTH WEST LONDON, THE"
1068409.99,2014,COLLEGE,EDUCATION,"COLLEGE OF NORTH WEST LONDON, THE"
1008294.75,2014,COLLEGE,EDUCATION,"COLLEGE OF NORTH WEST LONDON, THE"
28629.06,2014,COLLEGE,EDUCATION,THE COLLEGE OF RICHARD COLLYER IN HORSHAM
130390.24,2014,COLLEGE,EDUCATION,THE COLLEGE OF RICHARD COLLYER IN HORSHAM
1715.64,2014,COLLEGE,EDUCATION,THE COLLEGE OF RICHARD COLLYER IN HORSHAM
18126.24,2014,COLLEGE,EDUCATION,THE COLLEGE OF RICHARD COLLYER IN HORSHAM
493221.05,2014,COMPANY,EDUCATION,COMMUNITY TRAINING SERVICES LIMITED
3001584.82,2014,COMPANY,EDUCATION,COMMUNITY TRAINING SERVICES LIMITED
2113164.27,2014,COMPANY,EDUCATION,COMMUNITY TRAINING SERVICES LIMITED
75775.01,2014,COMPANY,EDUCATION,THE CORNWALL COUNCIL
1736722.69,2014,COMPANY,EDUCATION,THE CORNWALL COUNCIL
1161584,2014,COMPANY,EDUCATION,THE CORNWALL COUNCIL
141133.65,2014,COMPANY,EDUCATION,THE CORNWALL COUNCIL
33323.02,2014,COMPANY,EDUCATION,THE CORNWALL COUNCIL
3665033.75,2014,COLLEGE,EDUCATION,CORNWALL COLLEGE
7908945.31,2014,COLLEGE,EDUCATION,CORNWALL COLLEGE
392941,2014,COLLEGE,EDUCATION,CORNWALL COLLEGE
948090,2014,COLLEGE,EDUCATION,CORNWALL COLLEGE
2452703.66,2014,COLLEGE,EDUCATION,CORNWALL COLLEGE
9404,2014,COLLEGE,EDUCATION,COULSDON SIXTH FORM COLLEGE
603,2014,COLLEGE,EDUCATION,COULSDON SIXTH FORM COLLEGE
87779,2014,COMPANY,EDUCATION,COUNCIL OF THE ISLES OF SCILLY
2845139.61,2014,COMPANY,EDUCATION,COVENTRY CITY COUNCIL
2806975,2014,COMPANY,EDUCATION,COVENTRY CITY COUNCIL
492324,2014,COMPANY,EDUCATION,COVENTRY CITY COUNCIL
18258.23,2014,COMPANY,EDUCATION,COVENTRY CITY COUNCIL
49513.9,2014,UNIVERSITY,EDUCATION,COVENTRY UNIVERSITY
23770,2014,UNIVERSITY,EDUCATION,COVENTRY UNIVERSITY
4049,2014,UNIVERSITY,EDUCATION,COVENTRY UNIVERSITY
662282.94,2014,COMPANY,EDUCATION,CRACKERJACK TRAINING LIMITED
420855.34,2014,COMPANY,EDUCATION,CRACKERJACK TRAINING LIMITED
334791.78,2014,COMPANY,EDUCATION,CRACKERJACK TRAINING LIMITED
1426657.73,2014,COLLEGE,EDUCATION,CRAVEN COLLEGE
2688984.64,2014,COLLEGE,EDUCATION,CRAVEN COLLEGE
75319,2014,COLLEGE,EDUCATION,CRAVEN COLLEGE
110407,2014,COLLEGE,EDUCATION,CRAVEN COLLEGE
505881.64,2014,COLLEGE,EDUCATION,CRAVEN COLLEGE
1046837.26,2014,COLLEGE,EDUCATION,CENTRAL SUSSEX COLLEGE
3694552.79,2014,COLLEGE,EDUCATION,CENTRAL SUSSEX COLLEGE
141549,2014,COLLEGE,EDUCATION,CENTRAL SUSSEX COLLEGE
312043.98,2014,COLLEGE,EDUCATION,CENTRAL SUSSEX COLLEGE
796670.64,2014,COLLEGE,EDUCATION,CENTRAL SUSSEX COLLEGE
112254.82,2014,COMPANY,EDUCATION,ALT VALLEY COMMUNITY TRUST LIMITED
11636.79,2014,COMPANY,EDUCATION,ALT VALLEY COMMUNITY TRUST LIMITED
11636.79,2014,COMPANY,EDUCATION,ALT VALLEY COMMUNITY TRUST LIMITED
716457.35,2014,COLLEGE,EDUCATION,CROYDON COLLEGE
5919669.71,2014,COLLEGE,EDUCATION,CROYDON COLLEGE
573057.28,2014,COLLEGE,EDUCATION,CROYDON COLLEGE
446488.84,2014,COLLEGE,EDUCATION,CROYDON COLLEGE
28503.05,2014,COMPANY,EDUCATION,CSM CONSULTING LIMITED
1550808.34,2014,COMPANY,EDUCATION,CSM CONSULTING LIMITED
8961.84,2014,COMPANY,EDUCATION,CSM CONSULTING LIMITED
670253.86,2014,COMPANY,EDUCATION,CSM CONSULTING LIMITED
26415.24,2014,COMPANY,EDUCATION,CUMBRIA COUNTY COUNCIL
1017497.9,2014,COMPANY,EDUCATION,CUMBRIA COUNTY COUNCIL
1507491,2014,COMPANY,EDUCATION,CUMBRIA COUNTY COUNCIL
3886,2014,COMPANY,EDUCATION,CUMBRIA COUNTY COUNCIL
12739.9,2014,COMPANY,EDUCATION,CUMBRIA COUNTY COUNCIL
615617.75,2014,COMPANY,EDUCATION,DART LIMITED
499000.94,2014,COMPANY,EDUCATION,DART LIMITED
466104.94,2014,COMPANY,EDUCATION,DART LIMITED
1170217.28,2014,COMPANY,EDUCATION,DAMAR LIMITED
1095175.96,2014,COMPANY,EDUCATION,DAMAR LIMITED
1091826.32,2014,COMPANY,EDUCATION,DAMAR LIMITED
150786.15,2014,COMPANY,EDUCATION,DARLINGTON BOROUGH COUNCIL
153893.07,2014,COMPANY,EDUCATION,DARLINGTON BOROUGH COUNCIL
273697,2014,COMPANY,EDUCATION,DARLINGTON BOROUGH COUNCIL
1605,2014,COMPANY,EDUCATION,DARLINGTON BOROUGH COUNCIL
50247.07,2014,COMPANY,EDUCATION,DARLINGTON BOROUGH COUNCIL
1120797.15,2014,COLLEGE,EDUCATION,DARLINGTON COLLEGE
3754327.27,2014,COLLEGE,EDUCATION,DARLINGTON COLLEGE
55714,2014,COLLEGE,EDUCATION,DARLINGTON COLLEGE
334617,2014,COLLEGE,EDUCATION,DARLINGTON COLLEGE
650033.25,2014,COLLEGE,EDUCATION,DARLINGTON COLLEGE
137901.49,2014,COMPANY,EDUCATION,DAVIDSON TRAINING UK LIMITED
834496.8,2014,COMPANY,EDUCATION,DAVIDSON TRAINING UK LIMITED
827898.44,2014,COMPANY,EDUCATION,DAVIDSON TRAINING UK LIMITED
86481.72,2014,UNIVERSITY,EDUCATION,DE MONTFORT UNIVERSITY
6148,2014,UNIVERSITY,EDUCATION,DE MONTFORT UNIVERSITY
551632.58,2014,COLLEGE,EDUCATION,DEARNE VALLEY COLLEGE
1109141.62,2014,COLLEGE,EDUCATION,DEARNE VALLEY COLLEGE
33649,2014,COLLEGE,EDUCATION,DEARNE VALLEY COLLEGE
110723,2014,COLLEGE,EDUCATION,DEARNE VALLEY COLLEGE
225843.62,2014,COLLEGE,EDUCATION,DEARNE VALLEY COLLEGE
175331.48,2014,COMPANY,EDUCATION,DERBY CITY COUNCIL
1186985.63,2014,COMPANY,EDUCATION,DERBY CITY COUNCIL
1703371,2014,COMPANY,EDUCATION,DERBY CITY COUNCIL
109911,2014,COMPANY,EDUCATION,DERBY CITY COUNCIL
47747.87,2014,COMPANY,EDUCATION,DERBY CITY COUNCIL
2733243.4,2014,COLLEGE,EDUCATION,DERBY COLLEGE
12417240.07,2014,COLLEGE,EDUCATION,DERBY COLLEGE
701804.28,2014,COLLEGE,EDUCATION,DERBY COLLEGE
1039221.77,2014,COLLEGE,EDUCATION,DERBY COLLEGE
521893.12,2014,COMPANY,EDUCATION,DERBYSHIRE AND NOTTINGHAMSHIRE CHAMBER OF COMMERCE AND INDUSTRY
235407.55,2014,COMPANY,EDUCATION,DERBYSHIRE AND NOTTINGHAMSHIRE CHAMBER OF COMMERCE AND INDUSTRY
210750.64,2014,COMPANY,EDUCATION,DERBYSHIRE AND NOTTINGHAMSHIRE CHAMBER OF COMMERCE AND INDUSTRY
42781.24,2014,COMPANY,EDUCATION,DERBYSHIRE COUNTY COUNCIL
2166977.25,2014,COMPANY,EDUCATION,DERBYSHIRE COUNTY COUNCIL
3673139,2014,COMPANY,EDUCATION,DERBYSHIRE COUNTY COUNCIL
115909,2014,COMPANY,EDUCATION,DERBYSHIRE COUNTY COUNCIL
49108.25,2014,COMPANY,EDUCATION,DERBYSHIRE COUNTY COUNCIL
3252.01,2014,COLLEGE,EDUCATION,DERWEN COLLEGE
618,2014,COLLEGE,EDUCATION,DERWEN COLLEGE
977220.55,2014,COLLEGE,EDUCATION,DERWENTSIDE COLLEGE
7740439.28,2014,COLLEGE,EDUCATION,DERWENTSIDE COLLEGE
191488,2014,COLLEGE,EDUCATION,DERWENTSIDE COLLEGE
4580654.14,2014,COLLEGE,EDUCATION,DERWENTSIDE COLLEGE
3048.31,2014,COMPANY,EDUCATION,DEVON COUNTY COUNCIL
1301460.16,2014,COMPANY,EDUCATION,DEVON COUNTY COUNCIL
2154982,2014,COMPANY,EDUCATION,DEVON COUNTY COUNCIL
3362,2014,COMPANY,EDUCATION,DEVON COUNTY COUNCIL
12664.16,2014,COMPANY,EDUCATION,DEVON COUNTY COUNCIL
272666.48,2014,COMPANY,EDUCATION,DIDAC LIMITED
298165.85,2014,COMPANY,EDUCATION,DIDAC LIMITED
204390.85,2014,COMPANY,EDUCATION,DIDAC LIMITED
465840.48,2014,COMPANY,EDUCATION,DIMENSIONS TRAINING SOLUTIONS LIMITED
258229.04,2014,COMPANY,EDUCATION,DIMENSIONS TRAINING SOLUTIONS LIMITED
240833.24,2014,COMPANY,EDUCATION,DIMENSIONS TRAINING SOLUTIONS LIMITED
643910.32,2014,COMPANY,EDUCATION,D M T BUSINESS SERVICES LTD
269741.77,2014,COMPANY,EDUCATION,D M T BUSINESS SERVICES LTD
212989.51,2014,COMPANY,EDUCATION,D M T BUSINESS SERVICES LTD
1355518.55,2014,COLLEGE,EDUCATION,DONCASTER COLLEGE
4948342.8,2014,COLLEGE,EDUCATION,DONCASTER COLLEGE
575266,2014,COLLEGE,EDUCATION,DONCASTER COLLEGE
695181.78,2014,COLLEGE,EDUCATION,DONCASTER COLLEGE
194225,2014,COMPANY,EDUCATION,DONCASTER METROPOLITAN BOROUGH COUNCIL
620564,2014,COMPANY,EDUCATION,DONCASTER METROPOLITAN BOROUGH COUNCIL
1031,2014,COMPANY,EDUCATION,DONCASTER METROPOLITAN BOROUGH COUNCIL
117650,2014,COMPANY,EDUCATION,DONCASTER METROPOLITAN BOROUGH COUNCIL
844115.03,2014,COMPANY,EDUCATION,DONCASTER ROTHERHAM AND DISTRICT MOTOR TRADES GROUP TRAINING ASSOCIATION LIMITED
194605.54,2014,COMPANY,EDUCATION,DONCASTER ROTHERHAM AND DISTRICT MOTOR TRADES GROUP TRAINING ASSOCIATION LIMITED
194605.54,2014,COMPANY,EDUCATION,DONCASTER ROTHERHAM AND DISTRICT MOTOR TRADES GROUP TRAINING ASSOCIATION LIMITED
131961,2014,COMPANY,EDUCATION,DUDLEY METROPOLITAN BOROUGH COUNCIL
1008456,2014,COMPANY,EDUCATION,DUDLEY METROPOLITAN BOROUGH COUNCIL
240922.93,2014,COLLEGE,EDUCATION,CENTRAL BEDFORDSHIRE COLLEGE
2398827.13,2014,COLLEGE,EDUCATION,CENTRAL BEDFORDSHIRE COLLEGE
35644,2014,COLLEGE,EDUCATION,CENTRAL BEDFORDSHIRE COLLEGE
393937.05,2014,COLLEGE,EDUCATION,CENTRAL BEDFORDSHIRE COLLEGE
149548.13,2014,COLLEGE,EDUCATION,CENTRAL BEDFORDSHIRE COLLEGE
75701.62,2014,COMPANY,EDUCATION,COUNTY DURHAM COUNCIL
1085781.08,2014,COMPANY,EDUCATION,COUNTY DURHAM COUNCIL
1898212,2014,COMPANY,EDUCATION,COUNTY DURHAM COUNCIL
13908,2014,COMPANY,EDUCATION,COUNTY DURHAM COUNCIL
191355.08,2014,COMPANY,EDUCATION,COUNTY DURHAM COUNCIL
109775.55,2014,COMPANY,EDUCATION,E-TRAINING LIMITED
439791.07,2014,COMPANY,EDUCATION,E-TRAINING LIMITED
2021.02,2014,COMPANY,EDUCATION,E-TRAINING LIMITED
207258.73,2014,COMPANY,EDUCATION,E-TRAINING LIMITED
508202.91,2014,COLLEGE,EDUCATION,"EALING, HAMMERSMITH & WEST LONDON COLLEGE"
16245875.16,2014,COLLEGE,EDUCATION,"EALING, HAMMERSMITH & WEST LONDON COLLEGE"
1096570.25,2014,COLLEGE,EDUCATION,"EALING, HAMMERSMITH & WEST LONDON COLLEGE"
1287056.36,2014,COLLEGE,EDUCATION,"EALING, HAMMERSMITH & WEST LONDON COLLEGE"
1053526.66,2014,COLLEGE,EDUCATION,EAST BERKSHIRE COLLEGE
5056714.16,2014,COLLEGE,EDUCATION,EAST BERKSHIRE COLLEGE
25103,2014,COLLEGE,EDUCATION,EAST BERKSHIRE COLLEGE
588024.89,2014,COLLEGE,EDUCATION,EAST BERKSHIRE COLLEGE
522694.8,2014,COLLEGE,EDUCATION,EAST BERKSHIRE COLLEGE
434786.23,2014,COLLEGE,EDUCATION,EAST DURHAM COLLEGE
3552173.06,2014,COLLEGE,EDUCATION,EAST DURHAM COLLEGE
655036,2014,COLLEGE,EDUCATION,EAST DURHAM COLLEGE
198471.06,2014,COLLEGE,EDUCATION,EAST DURHAM COLLEGE
78514.4,2014,COMPANY,EDUCATION,EAST LONDON ADVANCED TECHNOLOGY TRAINING
599430.68,2014,COMPANY,EDUCATION,EAST LONDON ADVANCED TECHNOLOGY TRAINING
152471.4,2014,COMPANY,EDUCATION,EAST LONDON ADVANCED TECHNOLOGY TRAINING
94028.68,2014,COMPANY,EDUCATION,EAST LONDON ADVANCED TECHNOLOGY TRAINING
1627,2014,COLLEGE,EDUCATION,EAST NORFOLK SIXTH FORM COLLEGE
1001.5,2014,COLLEGE,EDUCATION,EAST NORFOLK SIXTH FORM COLLEGE
486575.49,2014,COLLEGE,EDUCATION,EAST RIDING COLLEGE
2202849.43,2014,COLLEGE,EDUCATION,EAST RIDING COLLEGE
28618,2014,COLLEGE,EDUCATION,EAST RIDING COLLEGE
337265,2014,COLLEGE,EDUCATION,EAST RIDING COLLEGE
197974.29,2014,COLLEGE,EDUCATION,EAST RIDING COLLEGE
428884.35,2014,COLLEGE,EDUCATION,EAST SURREY COLLEGE
1630738.25,2014,COLLEGE,EDUCATION,EAST SURREY COLLEGE
753325,2014,COLLEGE,EDUCATION,EAST SURREY COLLEGE
208353.55,2014,COLLEGE,EDUCATION,EAST SURREY COLLEGE
76145.42,2014,COLLEGE,EDUCATION,EAST SURREY COLLEGE
193913,2014,COMPANY,EDUCATION,EAST SUSSEX COUNTY COUNCIL
1502742.11,2014,COLLEGE,EDUCATION,EASTLEIGH COLLEGE
18111134,2014,COLLEGE,EDUCATION,EASTLEIGH COLLEGE
40000,2014,COLLEGE,EDUCATION,EASTLEIGH COLLEGE
92095,2014,COLLEGE,EDUCATION,EASTLEIGH COLLEGE
8840398,2014,COLLEGE,EDUCATION,EASTLEIGH COLLEGE
176768.22,2014,COMPANY,EDUCATION,EDUCATION & YOUTH SERVICES LIMITED
1899299.52,2014,COMPANY,EDUCATION,EDUCATION & YOUTH SERVICES LIMITED
26971.93,2014,COMPANY,EDUCATION,EDUCATION & YOUTH SERVICES LIMITED
438338.98,2014,COMPANY,EDUCATION,EDUCATION & YOUTH SERVICES LIMITED
210051.76,2014,COMPANY,EDUCATION,EDUCATION AND TRAINING SKILLS LTD
386436.22,2014,COMPANY,EDUCATION,EDUCATION AND TRAINING SKILLS LTD
374594.22,2014,COMPANY,EDUCATION,EDUCATION AND TRAINING SKILLS LTD
1082016.71,2014,COMPANY,EDUCATION,SHEFFIELD CITY COUNCIL
2138417.41,2014,COMPANY,EDUCATION,SHEFFIELD CITY COUNCIL
1367959,2014,COMPANY,EDUCATION,SHEFFIELD CITY COUNCIL
13651,2014,COMPANY,EDUCATION,SHEFFIELD CITY COUNCIL
736768.2,2014,COMPANY,EDUCATION,SHEFFIELD CITY COUNCIL
125686.69,2014,COMPANY,EDUCATION,ENFIELD LONDON BOROUGH COUNCIL
198535.99,2014,COMPANY,EDUCATION,ENFIELD LONDON BOROUGH COUNCIL
397839,2014,COMPANY,EDUCATION,ENFIELD LONDON BOROUGH COUNCIL
122845,2014,COMPANY,EDUCATION,ENFIELD LONDON BOROUGH COUNCIL
213175.1,2014,COMPANY,EDUCATION,QINETIQ LIMITED
74229.35,2014,COMPANY,EDUCATION,QINETIQ LIMITED
74229.35,2014,COMPANY,EDUCATION,QINETIQ LIMITED
315199.87,2014,COLLEGE,EDUCATION,EPPING FOREST COLLEGE
1365731.1,2014,COLLEGE,EDUCATION,EPPING FOREST COLLEGE
114931.69,2014,COLLEGE,EDUCATION,EPPING FOREST COLLEGE
248215.1,2014,COLLEGE,EDUCATION,EPPING FOREST COLLEGE
118905.92,2014,COMPANY,EDUCATION,ESSEX COUNTY COUNCIL
3264852.02,2014,COMPANY,EDUCATION,ESSEX COUNTY COUNCIL
4866200,2014,COMPANY,EDUCATION,ESSEX COUNTY COUNCIL
164191.81,2014,COMPANY,EDUCATION,ESSEX COUNTY COUNCIL
208626.78,2014,COMPANY,EDUCATION,ESSEX COUNTY COUNCIL
334526.25,2014,COLLEGE,EDUCATION,SOUTH WORCESTERSHIRE COLLEGE
1208783,2014,COLLEGE,EDUCATION,SOUTH WORCESTERSHIRE COLLEGE
275185,2014,COLLEGE,EDUCATION,SOUTH WORCESTERSHIRE COLLEGE
81968,2014,COLLEGE,EDUCATION,SOUTH WORCESTERSHIRE COLLEGE
122437,2014,COLLEGE,EDUCATION,SOUTH WORCESTERSHIRE COLLEGE
839831.68,2014,COMPANY,EDUCATION,EXEMPLAS HOLDINGS LIMITED
496489.13,2014,COMPANY,EDUCATION,EXEMPLAS HOLDINGS LIMITED
494126.13,2014,COMPANY,EDUCATION,EXEMPLAS HOLDINGS LIMITED
2245826.33,2014,COLLEGE,EDUCATION,EXETER COLLEGE
2734418,2014,COLLEGE,EDUCATION,EXETER COLLEGE
193026,2014,COLLEGE,EDUCATION,EXETER COLLEGE
185518,2014,COLLEGE,EDUCATION,EXETER COLLEGE
968545,2014,COLLEGE,EDUCATION,EXETER COLLEGE
839184.28,2014,COMPANY,EDUCATION,EXPEDIENT TRAINING SERVICES LIMITED
839184.28,2014,COMPANY,EDUCATION,EXPEDIENT TRAINING SERVICES LIMITED
368493.11,2014,COMPANY,EDUCATION,FAREPORT TRAINING ORGANISATION LIMITED
742854.88,2014,COMPANY,EDUCATION,FAREPORT TRAINING ORGANISATION LIMITED
729080.44,2014,COMPANY,EDUCATION,FAREPORT TRAINING ORGANISATION LIMITED
1037546.4,2014,COLLEGE,EDUCATION,FARNBOROUGH COLLEGE OF TECHNOLOGY
1562184.06,2014,COLLEGE,EDUCATION,FARNBOROUGH COLLEGE OF TECHNOLOGY
190580.56,2014,COLLEGE,EDUCATION,FARNBOROUGH COLLEGE OF TECHNOLOGY
384165.95,2014,COLLEGE,EDUCATION,FARNBOROUGH COLLEGE OF TECHNOLOGY
422434.27,2014,COMPANY,EDUCATION,FNTC TRAINING AND CONSULTANCY LIMITED
849713.7,2014,COMPANY,EDUCATION,FNTC TRAINING AND CONSULTANCY LIMITED
838768.25,2014,COMPANY,EDUCATION,FNTC TRAINING AND CONSULTANCY LIMITED
244515.58,2014,COMPANY,EDUCATION,FINNING (UK) LTD.
82885.9,2014,COMPANY,EDUCATION,FINNING (UK) LTD.
82885.9,2014,COMPANY,EDUCATION,FINNING (UK) LTD.
521194.65,2014,COMPANY,EDUCATION,EAST LINDSEY INFORMATION TECHNOLOGY CENTRE
484127.84,2014,COMPANY,EDUCATION,EAST LINDSEY INFORMATION TECHNOLOGY CENTRE
464991.19,2014,COMPANY,EDUCATION,EAST LINDSEY INFORMATION TECHNOLOGY CENTRE
1889808.44,2014,COMPANY,EDUCATION,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED
276132.9,2014,COMPANY,EDUCATION,FOUR COUNTIES TRAINING LIMITED
1345784.77,2014,COMPANY,EDUCATION,FOUR COUNTIES TRAINING LIMITED
1273285.77,2014,COMPANY,EDUCATION,FOUR COUNTIES TRAINING LIMITED
725786.99,2014,COMPANY,EDUCATION,FRANCESCO GROUP (HOLDINGS) LIMITED
