LeadROName,StartDate,AwardPounds
UNIVERSITY OF YORK,2017,25713448.0
UNIVERSITY OF YORK,2018,41305735.0
UNIVERSITY OF ZURICH,2018,151135.0
UNTO THIS LAST LIMITED,2017,958754.0
UPS LIMITED,2017,1193001.0
UPSIDE ENERGY LTD,2017,2494559.0
UPSIDE ENERGY LTD,2018,1243467.0
URBAN ELECTRIC NETWORKS LTD,2018,473595.0
URBAN PROPTECH  LIMITED,2018,343196.0
URBANTIDE LIMITED,2018,77797.0
VACCINES MANUFACTURING AND INNOVATION CENTRE UK LTD,2018,65111000.0
VALSPAR POWDER COATINGS LIMITED,2017,62099.0
VANTAGE POWER LIMITED,2018,385549.0
VAPORMATT LIMITED,2017,190818.0
VBC INSTRUMENT ENGINEERING LIMITED,2015,1158653.0
VECOTECH LIMITED,2018,220034.0
VEEA SYSTEMS  LTD,2018,345401.0
VELCOURT LIMITED,2014,617491.0
VELCOURT LIMITED,2015,344360.0
VELCOURT LIMITED,2018,75548.0
VENOUS COMPRESSION LIMITED,2017,69567.0
VENTIVE LTD,2018,240137.0
VEOWARE LIMITED,2018,56520.0
VERIVIN LIMITED,2017,111670.0
VIATEM LIMITED,2018,138842.0
VIBTEK LTD,2018,1471872.0
VICTORIA AND ALBERT MUSEUM,2017,35552.0
VICTORIA AND ALBERT MUSEUM,2018,102643.0
VICTREX MANUFACTURING LIMITED,2016,810371.0
VIDERA SERVICES LTD,2018,152603.0
VIDEREGEN LIMITED,2018,1955714.0
VIKA BOOKS LTD,2018,36957.0
VIPER RF LIMITED,2016,102005.0
VISION ENGINEERING LIMITED,2018,248581.0
VISION SEMANTICS LIMITED,2018,498014.0
VISION TECHNOLOGIES LTD,2017,414803.0
VISITECH INTERNATIONAL LIMITED,2018,240344.0
VISTEON ENGINEERING SERVICES LIMITED,2016,3323747.0
VISUAL ATOMS LTD.,2017,893819.0
VITA VOUCHER,2018,8978.0
VITAMICA LIMITED,2018,136660.0
VITRUE LTD,2018,52500.0
VIVACITY LABS LIMITED,2018,2481090.0
VIVARAIL LTD,2018,641338.0
VIVID ECONOMICS LTD,2018,849578.0
VIVOBAREFOOT LIMITED,2018,575432.0
VOID TECHNOLOGIES LIMITED,2018,274459.0
VRM TECHNOLOGY LIMITED,2018,498795.0
W.BALL & SON LIMITED,2017,135769.0
WAGENINGEN UNIVERSITY,2016,177771.0
WALLWORK HEAT TREATMENT LIMITED,2017,96570.0
WARBURTONS LIMITED,2016,269168.0
WASHINGTON UNIVERSITY IN ST LOUIS,2018,713698.0
WATER TREATMENT PRODUCTS LIMITED,2017,152345.0
WATERAID UK,2015,419302.0
WATTS URETHANE PRODUCTS LIMITED,2018,59382.0
WEHEARTDIGITAL LTD,2017,215151.0
WEIR GROUP PLC(THE),2017,785812.0
WELLS PLASTICS LIMITED,2017,551427.0
WEST YORKSHIRE COMBINED AUTHORITY / LEEDS CITY REGION ENTERPRISE PARTNERSHIP,2018,59002.0
WESTFIELD SPORTSCARS LTD,2016,1564332.0
WESTFIELD SPORTSCARS LTD,2017,9447116.0
WESTMINSTER CITY COUNCIL,2017,3243.0
WHITE LOOP LIMITED,2015,120013.0
WILLIAMS ADVANCED ENGINEERING LIMITED,2017,8087038.0
WILLIAMS ADVANCED ENGINEERING LIMITED,2018,5331325.0
WILSON STEAM STORAGE LIMITED,2016,2452630.0
WITT LIMITED,2017,68086.0
WMG CATAPULT,2016,162483.0
WORKOUT ONLINE LTD.,2018,52042.0
WORLD CONSERVATION MONITORING CTR WCMC,2017,4217478.0
WORLD FEEDS LIMITED,2017,168166.0
WORLDWIDE FRUIT LIMITED,2018,628666.0
WOUNDCHEK LABORATORIES UK,2018,67491.0
WRIGHTBUS LIMITED,2015,3861613.0
WRIGHTBUS LIMITED,2017,1858616.0
X-TEK SYSTEMS LIMITED,2017,717489.0
XCELLR8 LIMITED,2017,384935.0
XENOBICS LTD,2017,412320.0
XOR SOFTWARE LIMITED,2018,57215.0
XPI SIMULATION LIMITED,2018,173716.0
XYZ REALITY LIMITED,2018,430652.0
YAMAZAKI MAZAK U.K. LIMITED,2015,586760.0
YELLOW LINE PARKING LTD,2018,837837.0
YMGYNGHORWYR LISK & JONES CYF,2016,407949.0
YORK INSTRUMENTS LTD,2018,152164.0
YORK PROBE SOURCES LIMITED,2017,186922.0
ZAPGO LTD,2018,699459.0
ZEAL INNOVATION LTD,2017,654332.0
ZENOTECH LTD,2015,509998.0
ZENOTECH LTD,2018,69937.0
ZENTRAXA LIMITED,2018,69996.0
ZERO CARBON FOOD  LTD,2018,611895.0
ZERO CARBON MARINE LIMITED,2018,135734.0
ZETA SPECIALIST LIGHTING LIMITED,2018,706717.0
ZOETIS UK LIMITED,2015,625769.0
ZOO DIGITAL GROUP PLC,2018,823460.0
ZOOLOGICAL SOC LONDON INST OF ZOOLOGY,2015,278806.0
ZOOLOGICAL SOC LONDON INST OF ZOOLOGY,2016,371787.0
ZOOLOGICAL SOC LONDON INST OF ZOOLOGY,2017,90000.0
ZOOLOGICAL SOC LONDON INST OF ZOOLOGY,2018,501411.0
ZYBA LIMITED,2015,1181970.0
