,LeadROName,Department,ProjectCategory,AwardPounds,Region,year
13841,Cranfield University,Cranfield Defence and Security,Research Grant,712032.0,East of England,2018
13842,Imperial College London,Electrical and Electronic Engineering,Research Grant,91292.0,London,2017
13843,King's College London,Health Service and Population Research,Research Grant,1017351.0,London,2018
13844,Queen's University of Belfast,Sch of Law,Research Grant,237202.0,Northern Ireland,2017
13845,Imperial College London,School of Public Health,Fellowship,290651.0,London,2017
13846,University of Leeds,School of Earth and Environment,Fellowship,171972.0,Yorkshire and The Humber,2018
13847,University of Oxford,Oxford Physics,Research Grant,893916.0,South East,2018
13848,University of Southampton,"Sch of Economic, Social & Political Sci",Research Grant,5388048.0,South East,2014
13849,University of Hull,,Knowledge Transfer Partnership,83884.0,Yorkshire and The Humber,2017
13850,John Innes Centre,Cell and Develop Biology,Research Grant,1358052.0,East of England,2014
13851,King's College London,Women's Health,Research Grant,867364.0,London,2017
13852,University of Portsmouth,Institute of Cosmology and Gravitation,Training Grant,149078.0,South East,2017
13853,University of Southampton,Faculty of Engineering & the Environment,Research Grant,100545.0,South East,2017
13854,Pet Technology Limited,,Collaborative R&D,274178.0,London,2018
13855,University of Glasgow,College of Science and Engineering,Research Grant,339609.0,Scotland,2018
13856,Lancaster University,Physics,Research Grant,374492.0,North West,2017
13857,Birkbeck College,Computer Science and Information Systems,Research Grant,85032.0,London,2017
13858,Oxford Nanosystems Ltd,,Collaborative R&D,220983.0,South East,2018
13859,University of Leeds,Physics and Astronomy,Training Grant,216765.0,Yorkshire and The Humber,2015
13860,University of Cambridge,Institute of Astronomy,Research Grant,376534.0,East of England,2017
13861,University of Manchester,School of Medical Sciences,Research Grant,165030.0,North West,2015
13862,Birkbeck College,Biological Sciences,Fellowship,1338211.0,London,2018
13863,University of Bristol,Biochemistry,Research Grant,811546.0,South West,2018
13864,University of Aberdeen,School of Geosciences,Research Grant,51585.0,Scotland,2012
13865,University of York,Health Science,Research Grant,501764.0,Yorkshire and The Humber,2018
13866,University of Bristol,Mechanical Engineering,Research Grant,257116.0,South West,2018
13867,Heriot-Watt University,S of Mathematical and Computer Sciences,Research Grant,100887.0,Scotland,2017
13868,Imperial College London,Dept of Medicine,Research Grant,1087420.0,London,2016
13869,University of Oxford,Zoology,Research Grant,675255.0,South East,2013
13870,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,438593.0,Scotland,2016
13871,Cardiff University,School of Earth and Ocean Sciences,Fellowship,573933.0,Wales,2017
13872,Newcastle University,Sch of Natural Sciences & Env Sciences,Research Grant,127937.0,North East,2017
13873,Ram Innovations Ltd,,Collaborative R&D,751276.0,East of England,2017
13874,University of Liverpool,Electrical Engineering and Electronics,Research Grant,587311.0,North West,2017
13875,University of East Anglia,Environmental Sciences,Research Grant,368097.0,East of England,2017
13876,London Sch of Hygiene and Trop Medicine,Infectious and Tropical Diseases,Research Grant,448727.0,London,2018
13877,Focal International Ltd.,,Collaborative R&D,286054.0,London,2018
13878,Green Biologics Limited,,Feasibility Studies,280744.0,South East,2018
13879,Arqit Limited,,CRD,3251717.0,Unknown,2018
13880,University of Birmingham,School of Computer Science,Fellowship,876859.0,West Midlands,2017
13881,University of Aberdeen,Inst of Biological and Environmental Sci,Research Grant,245342.0,Scotland,2018
13882,University of Birmingham,Personnel Services,Training Grant,5757723.0,West Midlands,2016
13883,University of Manchester,School of Biological Sciences,Research Grant,474681.0,North West,2016
13884,University of Strathclyde,Physics,Fellowship,409704.0,Scotland,2017
13885,University of Manchester,School of Biological Sciences,Research Grant,550047.0,North West,2018
13886,University of Dundee,School of Life Sciences,Research Grant,475905.0,Scotland,2018
13887,Cranfield University,,Knowledge Transfer Partnership,129280.0,East of England,2018
13888,University of Leeds,Civil Engineering,Fellowship,1280268.0,Yorkshire and The Humber,2018
13889,University of Northampton,"Faculty of Arts, Science and Technology",Research Grant,99771.0,East Midlands,2017
13890,University of Bristol,Cellular and Molecular Medicine,Research Grant,490899.0,South West,2016
13891,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,209410.0,London,2017
13892,Durham University,Physics,Research Grant,1075300.0,North East,2015
13893,University of Glasgow,College of Science and Engineering,Research Grant,383551.0,Scotland,2017
13894,University of Sheffield,Mathematics and Statistics,Training Grant,144510.0,Yorkshire and The Humber,2015
13895,"Royal Holloway, University of London",Physics,Research Grant,464063.0,South East,2018
13896,University of Sheffield,Infection Immunity & Cardiovasc Disease,Research Grant,353324.0,Yorkshire and The Humber,2016
13897,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Fellowship,287454.0,London,2016
13898,University of Birmingham,Mechanical Engineering,Research Grant,252693.0,West Midlands,2018
13899,University of Exeter,"Sociology, Philosophy, Anthropology",Research Grant,22265.0,South West,2016
13900,King's College London,Geography,Research Grant,80239.0,London,2016
13901,University of Sheffield,Physics and Astronomy,Research Grant,120220.0,Yorkshire and The Humber,2016
13902,British Broadcasting Corporation,,Collaborative R&D,506597.0,London,2018
13903,"Royal Holloway, University of London",Psychology,Research Grant,532063.0,South East,2017
13904,Queen's University of Belfast,Centre for Public Health,Research Grant,157410.0,Northern Ireland,2018
13905,Queen's University of Belfast,Sch Mechanical and Aerospace Engineering,Research Grant,595058.0,Northern Ireland,2017
13906,Aberystwyth University,,Knowledge Transfer Partnership,116079.0,Wales,2018
13907,University of Manchester,Mathematics,Research Grant,260762.0,North West,2015
13908,Newcastle University,Northern Institute for Cancer Research,Fellowship,112473.0,North East,2017
13909,University of Liverpool,Institute of Ageing and Chronic Disease,Research Grant,557967.0,North West,2017
13910,Ubiquigent Ltd,,Feasibility Studies,104414.0,Unknown,2018
13911,The Pirbright Institute,Vector-borne Viral Diseases,Research Grant,1035633.0,South East,2017
13912,University of Exeter,Engineering Computer Science and Maths,Research Grant,1494248.0,South West,2017
13913,University of York,Physics,Research Grant,1446998.0,Yorkshire and The Humber,2014
13914,University of Sussex,Sch of Mathematical & Physical Sciences,Research Grant,101104.0,South East,2017
13915,University of Cambridge,Zoology,Research Grant,343751.0,East of England,2015
13916,Cardiff University,School of Physics and Astronomy,Fellowship,369333.0,Wales,2017
13917,Queen's University of Belfast,Sch of Mathematics and Physics,Research Grant,418264.0,Northern Ireland,2014
13918,Bullion Tech Ltd,,EU-Funded,319306.0,North West,2017
13919,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,189205.0,London,2017
13920,University of Cambridge,MRC Epidemiology Unit,Research Grant,422567.0,East of England,2017
13921,Newcastle University,Sch of Natural Sciences & Env Sciences,Research Grant,653244.0,North East,2016
13922,Cranfield University,"Sch of Aerospace, Transport & Manufact",Research Grant,169548.0,East of England,2018
13923,University College London,"Education, Practice & Society",Fellowship,181033.0,London,2017
13924,University of Oxford,Structural Genomics Consortium,Research Grant,678829.0,South East,2016
13925,City University London,,CRD,97641.0,London,2018
13926,University of Dundee,School of Life Sciences,Research Grant,573341.0,Scotland,2016
13927,University of Reading,Finance Office,Training Grant,661457.0,South East,2015
13928,Queen's University of Belfast,,Knowledge Transfer Partnership,63750.0,Northern Ireland,2016
13929,University of Leeds,Electronic and Electrical Engineering,Research Grant,10000000.0,Yorkshire and The Humber,2016
13930,Durham University,Engineering,Research Grant,2380.0,North East,2015
13931,Bombardier Aerospace UK Limited,,BIS-Funded Programmes,7484751.0,London,2018
13932,Branscan Limited,,Collaborative R&D,496681.0,West Midlands,2017
13933,University of Bristol,Chemistry,Research Grant,705116.0,South West,2017
13934,University of Aberdeen,Inst of Biological and Environmental Sci,Research Grant,146121.0,Scotland,2017
13935,University of Glasgow,School of Computing Science,Research Grant,91619.0,Scotland,2016
13936,The Pirbright Institute,Livestock Viral Diseases,Research Grant,352625.0,South East,2016
13937,University of Edinburgh,Sch of Physics and Astronomy,Research Grant,25304.0,Scotland,2018
13938,University of Oxford,Physiology Anatomy and Genetics,Research Grant,1792373.0,South East,2017
13939,European Thermodynamics Limited,,Collaborative R&D,2138502.0,East Midlands,2017
13940,University of Oxford,Computer Science,Research Grant,980606.0,South East,2018
13941,University of Bath,Biology and Biochemistry,Research Grant,1491025.0,South West,2017
13942,Forest Research,Centre for Ecosystems Soc and Biosecur,Research Grant,1002046.0,South East,2016
13943,Elson Space Engineering ESE Limited,,EU-Funded,260557.0,South West,2015
13944,University of Cambridge,Centre For Business Research,Research Grant,314347.0,East of England,2017
13945,University of Bristol,Chemistry,Research Grant,341347.0,South West,2016
13946,University of Sheffield,Social Sciences Research Institutes,Fellowship,266499.0,Yorkshire and The Humber,2018
13947,University College London,Physics and Astronomy,Fellowship,809237.0,London,2018
13948,Cardiff University,Chemistry,Fellowship,525253.0,Wales,2018
13949,University of Liverpool,Physics,Training Grant,483372.0,North West,2018
13950,"Queen Mary, University of London",Barts Cancer Institute,Research Grant,576701.0,London,2016
13951,University of Liverpool,Civil Engineering and Industrial Design,Research Grant,351648.0,North West,2018
13952,Cardiff University,School of Physics and Astronomy,Research Grant,771657.0,Wales,2018
13953,Knowledge Transfer Network,,Knowledge Transfer Network,450000.0,South West,2015
13954,University of Oxford,Earth Sciences,Research Grant,1343244.0,South East,2014
13955,University of Manchester,School of Biological Sciences,Research Grant,495646.0,North West,2018
13956,University of Strathclyde Viz Royal College of Science & Technology,,Knowledge Transfer Partnership,115180.0,Scotland,2018
13957,Imperial College London,Research Office,Research Grant,600000.0,London,2018
13958,University of Glasgow,School of Physics and Astronomy,Fellowship,189738.0,Scotland,2018
13959,King's College London,BHS School Management,Training Grant,103042.0,London,2015
13960,King's College London,Child and Adolescent Psychiatry,Research Grant,203850.0,London,2018
13961,University of the West of England,Faculty of Environment and Technology,Research Grant,305522.0,South West,2015
13962,The Natural History Museum,Life Sciences,Research Grant,445145.0,London,2015
13963,University of Dundee,Engineering,Research Grant,25800.0,Scotland,2018
13964,University of Oxford,Wellcome Trust Centre for Human Genetics,Research Grant,949491.0,South East,2018
13965,University of Southampton,School of Physics and Astronomy,Research Grant,178370.0,South East,2015
13966,University of Warwick,,Knowledge Transfer Partnership,74843.0,West Midlands,2017
13967,University of Edinburgh,Sch of Geosciences,Research Grant,173417.0,Scotland,2018
13968,Oxford Brookes University,"Faculty of Tech, Design and Environment",Research Grant,150017.0,South East,2016
13969,University of Bath,Mechanical Engineering,Research Grant,99971.0,South West,2017
13970,University of Edinburgh,Sch of Informatics,Research Grant,496908.0,Scotland,2015
13971,Northumbria University,Fac of Engineering and Environment,Research Grant,239178.0,North East,2018
13972,Newcastle University,Sch of Engineering,Research Grant,331984.0,North East,2014
13973,Royal Botanic Gardens Kew,Identification and Naming,Research Grant,693725.0,London,2018
13974,Birkbeck College,Earth and Planetary Sciences,Training Grant,81539.0,London,2017
13975,King's College London,Cardiovascular,Research Grant,3465237.0,London,2015
13976,University of Birmingham,Chemical Engineering,Research Grant,609487.0,West Midlands,2016
13977,St George's University of London,Molecular & Clinical Sci Research Inst,Research Grant,661946.0,London,2015
13978,University of Reading,Meteorology,Research Grant,1107936.0,South East,2015
13979,University of East Anglia,Politics Philosophy Lang & Comms Studies,Research Grant,292176.0,East of England,2017
13980,University of East Anglia,Sainsbury Laboratory,Research Grant,777911.0,East of England,2017
13981,Imperial College London,Institute for Global Health,Research Grant,395855.0,London,2018
13982,University of Leeds,School of Earth and Environment,Research Grant,391641.0,Yorkshire and The Humber,2015
13983,University of Warwick,Mathematics,Research Grant,501447.0,West Midlands,2016
13984,University of Oxford,Oxford Physics,Research Grant,2628508.0,South East,2017
13985,University of Cambridge,Earth Sciences,Research Grant,639937.0,East of England,2017
13986,Imperial College London,Civil & Environmental Engineering,Research Grant,1121308.0,London,2017
13987,King's College London,Craniofacial Dev and Stem Cell Biology,Fellowship,230299.0,London,2017
13988,Newcastle University,,Knowledge Transfer Partnership,149062.0,North East,2016
13989,Durham University,Earth Sciences,Training Grant,57765.0,North East,2018
13990,University College London,Institute of Neurology,Fellowship,1062298.0,London,2016
13991,University of Glasgow,School of Physics and Astronomy,Research Grant,88686.0,Scotland,2018
13992,Lucideon Limited,,Collaborative R&D,365503.0,West Midlands,2018
13993,Cardiff University,Registry,Training Grant,249888.0,Wales,2017
13994,Jj Bioenergy Limited,,Collaborative R&D,190878.0,West Midlands,2018
13995,Imperial College London,Materials,Research Grant,674637.0,London,2018
13996,University of Edinburgh,Sch of Biological Sciences,Training Grant,98212.0,Scotland,2017
13997,University of Leeds,Institute of Clinical Trials Research,Fellowship,250695.0,Yorkshire and The Humber,2016
13998,University of Manchester,Arts Languages and Cultures,Fellowship,195663.0,North West,2016
13999,J Sainsbury PLC,,Collaborative R&D,210892.0,London,2015
14000,University of Liverpool,,Knowledge Transfer Partnership,225510.0,North West,2017
14001,Jingo Juice Ltd T/A Marshmallow Laser Feast,,Feasibility Studies,432414.0,London,2017
14002,Mushroom Machine Company Limited,,Feasibility Studies,69994.0,Unknown,2018
14003,Fourth State Medicine Ltd,,Feasibility Studies,78897.0,London,2018
14004,University of Reading,Geography and Environmental Sciences,Research Grant,405319.0,South East,2016
14005,University of Leeds,Sch of Chemistry,Research Grant,317697.0,Yorkshire and The Humber,2015
14006,University of Manchester,Materials,Research Grant,2562029.0,North West,2018
14007,University of Lincoln,National Centre for Food Manufacturing,Research Grant,987334.0,East Midlands,2016
14008,University of Sheffield,Computer Science,Research Grant,294169.0,Yorkshire and The Humber,2018
14009,King's College London,Randall Div of Cell and Molecular Biophy,Research Grant,549053.0,London,2018
14010,University of Liverpool,Institute of Translational Medicine,Fellowship,508124.0,North West,2018
14011,University of Portsmouth,Faculty of Creative and Cultural Ind,Research Grant,149673.0,South East,2018
14012,Metrosol Limited,,Collaborative R&D,237297.0,North West,2017
14013,University of Central Lancashire,Sch of Forensic and Investigative Sci,Research Grant,25740.0,North West,2014
14014,Amec Foster Wheeler Nuclear UK Limited,,Feasibility Studies,283984.0,North West,2018
14015,University of Bristol,Research and Enterprise Development,Research Grant,135930.0,South West,2017
14016,London Sch of Hygiene and Trop Medicine,Public Health and Policy,Research Grant,7859268.0,London,2017
14017,University of Warwick,Warwick Medical School,Research Grant,546631.0,West Midlands,2015
14018,Urban Proptech  Limited,,CRD,343196.0,Unknown,2018
14019,University of Cambridge,Physics,Fellowship,465426.0,East of England,2018
14020,University of Edinburgh,Royal (Dick) School of Veterinary Scienc,Training Grant,99034.0,Scotland,2018
14021,University of Reading,Politics and International Relations,Research Grant,149538.0,South East,2016
14022,Manchester Metropolitan University,,Knowledge Transfer Partnership,105780.0,North West,2017
14023,King's College London,Craniofacial Dev Orthodon and Microbiol,Research Grant,433339.0,London,2017
14024,University of Southampton,School of Chemistry,Research Grant,310055.0,South East,2018
14025,Tangi0 Ltd,,CRD,41957.0,Unknown,2018
14026,University of Reading,Sch of Agriculture Policy and Dev,Training Grant,98212.0,South East,2017
14027,University of Liverpool,Sch of Sociology and Social Policy,Fellowship,86653.0,North West,2018
14028,University of Warwick,School of Life Sciences,Training Grant,95042.0,West Midlands,2015
14029,University of Leeds,Chemical and Process Engineering,Research Grant,464476.0,Yorkshire and The Humber,2017
14030,Ofcom,,CRD,690600.0,Unknown,2018
14031,University College London,Neuroscience Physiology and Pharmacology,Research Grant,519620.0,London,2016
14032,John Innes Centre,Crop Genetics,Fellowship,304886.0,East of England,2018
14033,University of Oxford,Clinical Neurosciences,Research Grant,133248.0,South East,2017
14034,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,2024684.0,London,2018
14035,AccuRx Limited,,Collaborative R&D,697772.0,London,2018
14036,University of Aberdeen,Inst of Biological and Environmental Sci,Research Grant,421199.0,Scotland,2016
14037,Imperial College London,Civil & Environmental Engineering,Training Grant,3820871.0,London,2014
14038,University of Leeds,Chemical and Process Engineering,Training Grant,4338954.0,Yorkshire and The Humber,2014
14039,University of Sheffield,Geography,Research Grant,352669.0,Yorkshire and The Humber,2015
14040,University of Oxford,History Faculty,Research Grant,808704.0,South East,2018
14041,Imperial College London,Dept of Medicine,Fellowship,273525.0,London,2015
14042,University of York,Archaeology,Research Grant,197524.0,Yorkshire and The Humber,2016
14043,University of Portsmouth,Psychology,Research Grant,179068.0,South East,2016
14044,University of Cambridge,Chemical Engineering and Biotechnology,Research Grant,566557.0,East of England,2016
14045,University of Glasgow,School of Social & Political Sciences,Fellowship,184567.0,Scotland,2017
14046,King's College London,"Social Science, Health and Medicine",Research Grant,302253.0,London,2018
14047,University of Stirling,Psychology,Research Grant,171687.0,Scotland,2017
14048,University of Edinburgh,Sch of Geosciences,Research Grant,104870.0,Scotland,2017
14049,University of Reading,Sch of Psychology and Clinical Lang Sci,Research Grant,314292.0,South East,2017
14050,Earlham Institute,Research Faculty,Research Grant,395316.0,East of England,2018
14051,E-Car Club Ltd,,Feasibility Studies,86626.0,London,2018
14052,Imperial College London,Civil & Environmental Engineering,Fellowship,476986.0,London,2018
14053,University of Huddersfield,Sch of Art Design & Architecture,Research Grant,48438.0,Yorkshire and The Humber,2018
14054,University of Manchester,School of Biological Sciences,Research Grant,368393.0,North West,2017
14055,G-Volution Plc,,Collaborative R&D,769180.0,Wales,2017
14056,University of Cambridge,Pure Maths and Mathematical Statistics,Research Grant,113961.0,East of England,2018
14057,True Ai Ltd,,EU-Funded,305178.0,London,2018
14058,University of Surrey,ATI Electronics,Other Grant,8836433.0,South East,2017
14059,University of Oxford,Mathematical Institute,Fellowship,847722.0,South East,2014
14060,King's College London,Chemistry,Training Grant,103042.0,London,2015
14061,University of Oxford,Materials,Research Grant,469147.0,South East,2017
14062,"Queen Mary, University of London",Sch of Engineering and Materials Science,Research Grant,436193.0,London,2017
14063,IgeoliSE Limited,,Feasibility Studies,69164.0,South East,2018
14064,Cadscan Limited,,Feasibility Studies,150192.0,North West,2018
14065,Aston University,Sch of Engineering and Applied Science,Research Grant,902112.0,West Midlands,2018
14066,University of Reading,Film Theatre and Television,Research Grant,718139.0,South East,2015
14067,Lancaster University,Physics,Research Grant,155203.0,North West,2017
14068,University of Liverpool,Institute of Integrative Biology,Research Grant,377745.0,North West,2017
14069,University of Bath,Vice Chancellor's Office,Training Grant,400000.0,South West,2018
14070,London School of Economics & Pol Sci,European Institute,Research Grant,253698.0,London,2017
14071,University of Sheffield,Materials Science and Engineering,Research Grant,2466368.0,Yorkshire and The Humber,2014
14072,NERC Centre for Ecology and Hydrology,Water Resources (Wallingford),Research Grant,147748.0,South East,2015
14073,Durham University,Biosciences,Research Grant,364386.0,North East,2016
14074,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,369999.0,North West,2017
14075,University of Liverpool,"Sch of Histories, Lanuages and Cultures",Research Grant,67015.0,North West,2017
14076,University of Surrey,,Knowledge Transfer Partnership,151121.0,South East,2017
14077,University of Cambridge,Psychology,Research Grant,281626.0,East of England,2016
14078,University of Edinburgh,Sch of Mathematics,Training Grant,4543507.0,Scotland,2014
14079,University of Ulster,Sch of Computing & Intelligent Systems,Research Grant,147142.0,Northern Ireland,2015
14080,University College London,Epidemiology and Public Health,Training Grant,86914.0,London,2018
14081,University of Nottingham,Sch of Humanities,Research Grant,808089.0,East Midlands,2014
14082,Helia Photonics Limited,,Collaborative R&D,387029.0,Unknown,2018
14083,Glass Technology Services Ltd,,Collaborative R&D,640011.0,East Midlands,2017
14084,University of Manchester,Physics and Astronomy,Research Grant,17207.0,North West,2018
14085,University of Exeter,Sch of Education and Lifelong Learning,Research Grant,317843.0,South West,2015
14086,University of Oxford,Geography - SoGE,Research Grant,676575.0,South East,2018
14087,University of Oxford,Oxford Physics,Research Grant,316926.0,South East,2017
14088,University of Oxford,Earth Sciences,Fellowship,550280.0,South East,2017
14089,University of Birmingham,Institute of Immunology & Immunotherapy,Fellowship,109410.0,West Midlands,2018
14090,University of Cambridge,Biochemistry,Fellowship,1023537.0,East of England,2017
14091,University of Nottingham,School of Computer Science,Fellowship,1137416.0,East Midlands,2014
14092,University of Liverpool,"Earth, Ocean and Ecological Sciences",Research Grant,205348.0,North West,2017
14093,University of Oxford,Oxford Physics,Training Grant,95266.0,South East,2018
14094,Fluoretiq Limited,,Collaborative R&D,100521.0,Unknown,2018
14095,University of Portsmouth,Institute of Cosmology and Gravitation,Research Grant,51428.0,South East,2018
14096,University of Manchester,Computer Science,Research Grant,901729.0,North West,2018
14097,University of Oxford,Physiology Anatomy and Genetics,Research Grant,2464704.0,South East,2014
14098,Lancaster University,Lancaster Inst for the Contemporary Arts,Research Grant,675090.0,North West,2017
14099,University of Hertfordshire,,Knowledge Transfer Partnership,93405.0,East of England,2017
14100,University of Strathclyde,Physics,Research Grant,761616.0,Scotland,2017
14101,University of Oxford,"Mathematical, Physical&Life Sciences Div",Training Grant,916256.0,South East,2017
14102,GE Aviation Systems Limited,,BIS-Funded Programmes,13109429.0,South West,2017
14103,University of Ulster,Sch of Built Environment,Research Grant,136537.0,Northern Ireland,2018
14104,North East Hampshire and Farnham CCG,,CRD,544491.0,Unknown,2018
14105,Imperial College London,Life Sciences,Research Grant,486412.0,London,2018
14106,Hox Therapeutics Limited,,CRD,392949.0,Unknown,2018
14107,University College London,Mullard Space Science Laboratory,Research Grant,20215.0,London,2016
14108,Newcastle University,Institute of Cellular Medicine,Research Grant,606933.0,North East,2017
14109,University of East Anglia,Environmental Sciences,Research Grant,252871.0,East of England,2018
14110,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,5199943.0,London,2014
14111,Return Loads Llp,,Collaborative R&D,102958.0,London,2017
14112,The British Museum,Conservation and Scientific Research,Research Grant,78375.0,London,2017
14113,Vivobarefoot Limited,,Collaborative R&D,575432.0,Unknown,2018
14114,University of Bristol,Electrical and Electronic Engineering,Research Grant,720035.0,South West,2018
14115,University of Oxford,Oxford Physics,Research Grant,251437.0,South East,2017
14116,University of Oxford,Biochemistry,Research Grant,366687.0,South East,2016
14117,University of Southampton,School of Ocean and Earth Science,Research Grant,102100.0,South East,2016
14118,University of Bradford(The),,Knowledge Transfer Partnership,91218.0,Yorkshire and The Humber,2018
14119,Imperial College London,Life Sciences,Research Grant,91735.0,London,2015
14120,University of Bristol,Finance Office,Training Grant,1384310.0,South West,2016
14121,King's College London,Immunology Infection and Inflam Diseases,Fellowship,1046025.0,London,2013
14122,Arecor Limited,,Collaborative R&D,915189.0,East Midlands,2017
14123,University of Plymouth,,Knowledge Transfer Partnership,98891.0,South West,2017
14124,University College London,Earth Sciences,Fellowship,540717.0,London,2013
14125,A.M. Packaging Limited,,Feasibility Studies,228350.0,East Midlands,2017
14126,University of York,Psychology,Research Grant,1018553.0,Yorkshire and The Humber,2016
14127,University of Strathclyde,Electronic and Electrical Engineering,Training Grant,4404164.0,Scotland,2014
14128,University College London,Immunology and Molecular Pathology,Research Grant,116571.0,London,2016
14129,University of Warwick,WMG,Fellowship,1160079.0,West Midlands,2016
14130,Mfatech Limited,,Feasibility Studies,86911.0,South East,2016
14131,University of Edinburgh,Sch of Informatics,Fellowship,517456.0,Scotland,2018
14132,Victrex Manufacturing Limited,,Collaborative R&D,810371.0,North West,2016
14133,University of York,Biology,Research Grant,428902.0,Yorkshire and The Humber,2018
14134,University of Surrey,,Knowledge Transfer Partnership,138087.0,South East,2016
14135,Imperial College London,Materials,Research Grant,1057128.0,London,2016
14136,Aberystwyth University,IBERS,Research Grant,474783.0,Wales,2018
14137,University of Cambridge,Engineering,Research Grant,1667134.0,East of England,2018
14138,King's College London,Health Service and Population Research,Research Grant,743061.0,London,2018
14139,Institute of Food Research,Food Innovation and Health,Training Grant,98212.0,East of England,2018
14140,University of Liverpool,Physics,Research Grant,31611.0,North West,2018
14141,University of Manchester,Arts Languages and Cultures,Research Grant,796664.0,North West,2016
14142,Ovo Energy Ltd,,Collaborative R&D,3086213.0,Unknown,2018
14143,University of Manchester,School of Biological Sciences,Research Grant,819216.0,North West,2016
14144,University of Strathclyde,Electronic and Electrical Engineering,Research Grant,809108.0,Scotland,2017
14145,"Queen Mary, University of London",Sch of Medicine & Dentistry,Training Grant,104696.0,London,2016
14146,Queen's University of Belfast,Sch of Biological Sciences,Research Grant,448385.0,Northern Ireland,2017
14147,University of Manchester,Chemistry,Research Grant,50612.0,North West,2016
14148,University of Oxford,Environmental Change Institute SoGE,Research Grant,5374638.0,South East,2016
14149,University College London,Mathematics,Research Grant,71320.0,London,2018
14150,University of Edinburgh,Sch of Biological Sciences,Research Grant,769555.0,Scotland,2017
14151,University of the Highlands and Islands,NAFC Marine Centre UHI,Research Grant,116053.0,Scotland,2013
14152,University College London,Office of Vice Provost Research,Training Grant,900000.0,London,2018
14153,University of St Andrews,Research Funding Office,Training Grant,139048.0,Scotland,2014
14154,University of Strathclyde,Computer and Information Sciences,Research Grant,119677.0,Scotland,2018
14155,Nottingham Uni Hospitals NHS Trust,R&I office (Administration),Fellowship,217559.0,East Midlands,2018
14156,University of Warwick,Physics,Fellowship,470912.0,West Midlands,2018
14157,University of Nottingham,Sch of Chemistry,Fellowship,1059226.0,East Midlands,2018
14158,Newcastle University,Institute of Cellular Medicine,Training Grant,95042.0,North East,2015
14159,University of Oxford,Physiology Anatomy and Genetics,Research Grant,319522.0,South East,2016
14160,5d Health Protection Group Ltd,,Collaborative R&D,365227.0,Unknown,2018
14161,University of Oxford,Oxford Physics,Research Grant,941674.0,South East,2018
14162,University of Cambridge,Pure Maths and Mathematical Statistics,Fellowship,244454.0,East of England,2018
14163,University of Reading,Geography and Environmental Sciences,Research Grant,661740.0,South East,2017
14164,Jump Staff Ltd,,Collaborative R&D,342401.0,Unknown,2018
14165,University of Warwick,WMG,Research Grant,1080776.0,West Midlands,2018
14166,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,49898.0,Scotland,2016
14167,University of Oxford,Paediatrics,Research Grant,1371528.0,South East,2014
14168,University of Cambridge,Institute of Public Health,Research Grant,190540.0,East of England,2017
14169,University of Liverpool,Mathematical Sciences,Research Grant,2004298.0,North West,2015
14170,Queen's University of Belfast,,Knowledge Transfer Partnership,180341.0,Northern Ireland,2018
14171,Aston University,Sch of Engineering and Applied Science,Training Grant,11649.0,West Midlands,2018
14172,University of Portsmouth,Inst of Biomedical and Biomolecular Sc,Research Grant,367548.0,South East,2015
14173,Heriot-Watt University,Sch of Social Sciences,Research Grant,322731.0,Scotland,2017
14174,University of Dundee,School of Life Sciences,Research Grant,794888.0,Scotland,2018
14175,University College London,"Bartlett Sch of Env, Energy & Resources",Research Grant,797459.0,London,2015
14176,Liverpool John Moores University,Engineering Tech and Maritime Operations,Research Grant,378363.0,North West,2018
14177,University of Sheffield,Chemical & Biological Engineering,Research Grant,333191.0,Yorkshire and The Humber,2016
14178,Liverpool John Moores University,Astrophysics Research Institute,Training Grant,212601.0,North West,2014
14179,University of Cambridge,Chemistry,Research Grant,942389.0,East of England,2015
14180,University of Cambridge,Computer Laboratory,Fellowship,1212276.0,East of England,2013
14181,Samad Power Ltd,,Collaborative R&D,1140500.0,North West,2017
14182,Riverside Medical Packaging Company Limited,,Feasibility Studies,394090.0,East Midlands,2017
14183,National Oceanography Centre,Science and Technology,Research Grant,4057600.0,South East,2016
14184,Cardiff University,Chemistry,Research Grant,3683534.0,Wales,2018
14185,University of Exeter,Arab and Islamic Studies,Research Grant,38227.0,South West,2018
14186,University of Warwick,School of Life Sciences,Research Grant,41556.0,West Midlands,2018
14187,University of St Andrews,Earth and Environmental Sciences,Research Grant,505895.0,Scotland,2016
14188,University of Leeds,Physics and Astronomy,Research Grant,1476201.0,Yorkshire and The Humber,2014
14189,University of Glasgow,School of Engineering,Fellowship,1538917.0,Scotland,2013
14190,Imperial College London,Dept of Surgery and Cancer,Fellowship,273580.0,London,2017
14191,University of Southampton,Sch of Mathematical Sciences,Training Grant,244180.0,South East,2018
14192,University of Leicester,Genetics,Research Grant,150691.0,East Midlands,2018
14193,Harvard University,Kennedy School of Government,Research Grant,460928.0,Outside UK,2016
